Complex_Phrase,frequency,length,aoa,syllable_count,binary_complex,familiarity,concreteness,imaginability,aoa_gpt,CEFR_Level,cluster
point,5.54,5,2.0,1,1,4.2,3.0,3.2,3.5,A1,2
point,5.54,5,2.0,1,1,4.2,3.0,3.2,3.5,A1,2
catch,4.87,5,2.0,1,1,4.5,3.5,3.0,3.0,A1,2
bring,5.27,5,2.0,1,0,4.5,2.5,2.0,3.0,A2,2
bring,5.27,5,2.0,1,0,4.5,2.5,2.0,3.0,A2,2
daylight,3.84,8,2.0,2,1,4.5,4.2,4.3,3.5,B2,4
broken,4.88,6,2.0,2,1,4.0,3.0,3.5,3.5,B1,1
broken,4.88,6,2.0,2,1,4.2,3.0,3.5,4.0,B1,1
brown,5.01,5,2.0,1,1,4.7,4.5,3.5,3.0,A1,4
brown,5.01,5,2.0,1,1,4.5,4.0,3.5,3.0,A1,4
gas,5.01,3,2.0,1,0,4.0,3.0,2.5,3.5,A2,2
nature,4.98,6,2.0,2,0,4.5,4.2,4.6,4.0,A1,4
nature,4.98,6,2.0,2,0,4.5,4.2,4.3,4.0,A1,4
carve,3.41,5,2.0,1,1,3.5,3.8,3.7,6.0,B1,1
carve,3.41,5,2.0,1,1,3.5,3.8,3.7,6.0,B1,1
his,6.51,3,2.0,1,0,4.8,1.2,1.1,2.5,A1,2
change,5.54,6,2.0,1,0,4.2,2.5,2.8,3.5,A1,2
surprise,4.75,8,2.0,2,0,4.0,2.5,3.5,3.0,A2,1
surroundings,3.79,12,2.0,3,1,4.0,3.5,3.8,5.0,B1,1
suspect,4.51,7,2.0,2,1,4.0,2.5,2.0,6.0,B1,2
suspect,4.51,7,2.0,2,1,4.0,2.5,2.0,6.0,B1,2
left,5.62,4,2.0,1,0,4.5,2.5,2.0,3.0,A1,2
left,5.62,4,2.0,1,0,4.5,2.5,2.0,3.0,A1,2
sweeping,3.79,8,2.0,2,1,4.2,3.5,3.8,4.0,B2,1
switch,4.6,6,2.0,1,1,4.2,3.5,3.0,5.0,A2,2
switch,4.6,6,2.0,1,1,4.2,3.5,3.0,5.0,A2,2
fresh,4.83,5,2.0,1,0,4.2,3.8,3.5,3.0,A2,4
fresh,4.83,5,2.0,1,0,4.2,3.8,3.5,3.0,A1,4
freeze,4.11,6,2.0,1,1,4.2,3.5,3.8,4.0,B1,2
freely,4.07,6,2.0,2,0,4.0,2.0,2.0,5.0,B2,2
freely,4.07,6,2.0,2,0,3.5,1.5,1.5,5.0,B2,3
forward,5.12,7,2.0,2,0,4.0,2.5,2.0,5.0,A2,2
taught,4.68,6,2.0,1,1,4.5,2.0,2.5,5.0,A1,2
teammate,3.84,8,2.0,2,1,4.2,3.5,3.8,6.0,B1,1
teammate,3.84,8,2.0,2,1,4.5,3.0,3.5,7.0,B1,1
tear,4.35,4,2.0,1,1,4.0,3.0,3.5,3.5,B1,2
teeth,4.58,5,2.0,1,0,4.7,4.8,4.5,3.0,A1,4
telephone,4.41,9,2.0,3,0,4.8,4.5,4.2,3.0,A1,4
gang,4.5,4,2.0,1,1,4.2,3.8,3.5,7.5,B1,2
gang,4.5,4,2.0,1,1,4.2,3.8,3.5,7.5,B1,2
garbage,4.18,7,2.0,2,1,4.2,4.5,4.0,4.0,B1,4
garbage,4.18,7,2.0,2,1,4.5,4.2,4.0,4.0,B1,4
surface,4.83,7,2.0,2,1,4.0,3.5,3.0,5.0,B1,1
surface,4.83,7,2.0,2,1,4.0,3.5,3.0,5.0,B1,1
leadership,4.77,10,2.0,3,0,4.5,2.0,2.5,8.0,B2,5
ground,5.15,6,2.0,1,0,4.2,4.5,4.3,3.0,A2,4
seat,4.82,4,2.0,1,1,4.7,4.5,4.2,3.0,A1,4
season,5.48,6,2.0,2,0,4.5,3.0,3.5,4.0,A1,2
season,5.48,6,2.0,2,0,4.5,3.0,3.5,4.0,A1,2
grave,4.31,5,2.0,1,1,4.0,4.5,4.2,6.0,B2,4
lawn,3.98,4,2.0,1,1,4.5,4.8,4.6,4.0,B1,4
telescope,3.75,9,2.0,3,1,4.0,4.5,4.5,8.0,B1,1
governor,4.71,8,2.0,3,0,4.2,3.0,2.5,8.0,B2,5
governor,4.71,8,2.0,3,0,4.0,2.5,2.0,8.0,B2,5
government,5.57,10,2.0,3,0,4.5,2.0,2.5,8.0,B1,5
government,5.57,10,2.0,3,0,4.5,2.0,2.5,8.0,B1,5
sudden,4.4,6,2.0,2,0,4.0,2.0,2.5,5.0,B1,2
gingerbread,3.03,11,2.0,3,1,4.0,4.5,4.5,5.0,B2,1
gingerbread,3.03,11,2.0,3,1,4.0,4.5,4.5,5.0,B2,1
giant,4.62,5,2.0,2,0,4.5,4.2,4.8,5.0,A2,4
geography,3.98,9,2.0,4,0,4.2,3.0,3.5,8.0,A2,1
score,4.83,5,2.0,1,0,3.0,1.5,1.5,5.0,A1,3
lead,5.2,4,2.0,1,0,4.0,3.0,2.5,4.0,B1,2
lead,5.2,4,2.0,1,0,4.0,3.0,2.5,5.0,B1,2
scary,4.37,5,2.0,2,1,4.2,2.5,3.8,4.0,A2,2
forces,4.98,6,2.0,2,0,4.0,2.5,2.0,5.0,B1,2
forces,4.98,6,2.0,2,0,4.0,3.2,3.0,6.5,B1,2
terrible,4.71,8,2.0,3,1,4.5,1.5,2.0,5.0,A2,5
firing,4.27,6,2.0,2,0,4.2,3.5,3.0,4.0,B2,1
firing,4.27,6,2.0,2,0,4.0,3.0,3.5,5.0,B2,1
firehouse,2.87,9,2.0,3,1,4.0,4.5,4.5,6.0,B2,1
trade,5.12,5,2.0,1,0,4.1,3.2,2.8,6.5,B1,2
trade,5.12,5,2.0,1,0,4.1,3.2,2.8,6.5,B1,2
fire,5.3,4,2.0,1,0,4.7,4.8,4.9,3.0,A1,4
fire,5.3,4,2.0,1,0,4.7,4.5,4.8,3.0,A1,4
row,4.6,3,2.0,1,0,3.5,3.0,2.5,3.5,A1,3
finally,5.17,7,2.0,3,0,4.5,1.5,1.5,6.0,A2,5
file,4.75,4,2.0,1,0,4.2,3.5,3.0,6.0,A2,2
file,4.75,4,2.0,1,0,4.2,3.5,3.0,6.0,A2,2
track,5.02,5,2.0,1,0,4.0,3.5,3.0,5.0,B1,2
track,5.02,5,2.0,1,0,4.2,3.5,3.0,5.0,B1,2
fence,4.21,5,2.0,1,1,4.2,4.8,4.5,3.5,A2,4
fence,4.21,5,2.0,1,1,4.5,4.8,4.6,4.0,A2,4
fell,4.85,4,2.0,1,0,4.0,3.5,3.0,3.0,A2,2
round,5.14,5,2.0,1,0,4.2,3.5,3.0,3.0,A1,2
troops,4.64,6,2.0,1,1,4.2,3.8,3.5,6.5,B2,2
troops,4.64,6,2.0,1,1,4.2,3.8,3.5,6.5,B2,2
troubled,3.91,8,2.0,2,1,4.0,2.0,2.5,5.0,B2,2
troubled,3.91,8,2.0,2,1,4.0,2.0,2.5,5.0,B2,2
lone,3.91,4,2.0,1,1,3.0,2.5,2.8,6.0,B2,3
fit,4.95,3,2.0,1,0,4.0,3.5,3.0,3.0,A2,2
towel,3.94,5,2.0,2,0,4.7,4.8,4.6,3.0,A1,4
force,5.23,5,2.0,1,0,4.2,3.0,3.5,5.0,B1,2
force,5.23,5,2.0,1,0,4.2,3.0,3.5,5.0,B1,2
light,5.33,5,2.0,1,0,4.5,4.2,4.3,3.0,A1,4
light,5.33,5,2.0,1,0,4.5,4.2,4.3,3.0,A1,4
following,5.46,9,2.0,3,0,4.0,2.0,2.5,3.5,A2,5
following,5.46,9,2.0,3,0,4.5,2.0,2.5,4.0,A2,5
sat,4.64,3,2.0,1,0,4.5,2.0,2.5,5.0,A1,2
theater,4.35,7,2.0,3,1,4.5,3.5,4.0,5.0,A2,1
theater,4.35,7,2.0,3,1,4.5,3.8,4.0,6.5,A1,1
sang,4.1,4,2.0,1,0,4.0,2.5,3.0,4.0,A1,2
thousand,4.64,8,2.0,2,0,4.5,2.0,2.0,5.0,A1,2
thousand,4.64,8,2.0,2,0,4.5,2.0,2.0,5.0,A1,2
trace,4.19,5,2.0,1,1,4.0,3.0,3.5,5.0,B2,2
trace,4.19,5,2.0,1,1,4.0,3.0,3.5,5.0,B2,2
flight,4.86,6,2.0,1,0,4.5,3.0,3.5,4.0,A2,2
flight,4.86,6,2.0,1,0,4.5,3.5,4.0,5.0,A2,4
flew,4.16,4,2.0,1,1,4.0,2.5,3.0,4.0,A2,2
flew,4.16,4,2.0,1,1,4.0,2.5,3.0,4.0,A2,2
thrown,4.4,6,2.0,1,1,4.0,3.0,2.5,3.5,B1,2
tobacco,4.19,7,2.0,3,0,4.5,4.2,3.8,8.0,B1,1
tobacco,4.19,7,2.0,3,0,4.5,4.2,3.8,8.0,B1,1
running,5.23,7,2.0,2,0,4.5,3.5,3.0,3.0,A1,2
running,5.23,7,2.0,2,0,4.5,3.5,3.0,3.0,A1,2
tomorrow,5.02,8,2.0,3,0,4.5,1.5,2.0,3.5,A1,5
tomorrow,5.02,8,2.0,3,0,4.5,1.5,2.0,3.5,A1,5
limited,5.02,7,2.0,3,0,3.8,2.5,2.0,6.0,B1,5
limited,5.02,7,2.0,3,0,4.0,2.5,2.0,5.0,B1,5
tough,4.77,5,2.0,1,0,4.0,2.5,2.0,5.0,B1,2
lips,4.35,4,2.0,1,0,4.7,4.8,4.6,2.5,A1,4
lips,4.35,4,2.0,1,0,4.5,4.8,4.7,3.0,A1,4
truthful,3.42,8,2.0,2,0,4.0,2.0,2.5,8.0,B2,3
truthful,3.42,8,2.0,2,0,4.0,2.0,2.5,8.0,B2,3
secret,4.92,6,2.0,2,0,4.0,2.0,2.5,5.0,B1,2
gum,3.94,3,2.0,1,0,4.2,4.5,3.8,5.0,A2,4
inch,4.49,4,2.0,1,0,4.7,4.5,3.5,5.0,A2,4
inch,4.49,4,2.0,1,0,4.7,4.5,3.5,5.0,A2,4
impossible,4.78,10,2.0,4,0,4.0,1.5,2.0,7.0,A2,5
impossible,4.78,10,2.0,4,0,4.5,1.5,2.0,7.0,A2,5
smoothly,3.68,8,2.0,2,1,3.5,2.0,2.5,5.0,B2,3
soil,4.42,4,2.0,1,1,4.2,4.7,4.5,3.5,B1,4
judge,4.95,5,2.0,1,0,4.2,3.0,3.5,6.5,B1,2
judge,4.95,5,2.0,1,0,4.5,3.0,3.5,6.0,B1,2
sooner,4.25,6,2.0,2,1,4.0,1.5,1.5,5.0,B1,2
sooner,4.25,6,2.0,2,1,4.0,1.5,1.5,5.0,B1,2
spacecraft,3.75,10,2.0,3,1,3.5,4.2,4.5,10.0,B2,1
spear,3.7,5,2.0,1,1,3.5,4.5,4.2,8.0,B2,1
special,5.34,7,2.0,2,0,4.2,2.5,2.8,4.0,A2,2
special,5.34,7,2.0,2,0,4.2,2.5,3.0,4.0,A2,2
speech,4.85,6,2.0,1,0,4.5,2.5,3.0,3.0,B1,2
speech,4.85,6,2.0,1,0,4.5,2.5,3.0,3.0,B1,2
hunt,4.49,4,2.0,1,1,4.0,4.2,3.8,5.0,B1,4
hunt,4.49,4,2.0,1,1,4.0,4.2,3.8,5.0,B1,4
hung,4.21,4,2.0,1,0,3.0,2.0,2.5,3.5,B1,3
humor,4.19,5,2.0,2,0,4.5,2.0,3.0,5.0,B1,2
spread,4.81,6,2.0,1,0,4.0,2.5,2.0,5.0,B1,2
keeping,4.84,7,2.0,2,1,4.0,2.5,2.0,5.0,B1,2
slipped,3.99,7,2.0,1,0,3.7,2.8,3.0,3.5,B1,1
skyscraper,3.2,10,2.0,3,1,4.5,4.7,4.8,8.0,B1,1
skull,4.09,5,2.0,1,0,4.2,4.8,4.5,6.0,B2,4
sheet,4.4,5,2.0,1,0,4.5,4.2,3.8,4.0,A1,4
shore,4.33,5,2.0,1,1,4.2,4.5,4.6,5.0,B1,4
sharp,4.48,5,2.0,1,1,4.2,3.8,3.9,3.5,B1,4
sharp,4.48,5,2.0,1,1,4.2,3.8,3.9,3.5,B1,4
shot,5.22,4,2.0,1,0,4.5,4.2,3.8,3.5,B1,4
jackpot,3.5,7,2.0,2,1,4.2,3.5,3.8,8.0,B2,1
instead,5.24,7,2.0,2,1,4.0,1.5,1.5,6.5,B1,5
instead,5.24,7,2.0,2,1,4.0,1.5,1.5,6.5,B1,5
sight,4.54,5,2.0,1,1,4.5,3.5,4.0,3.0,A2,4
house,5.71,5,2.0,1,0,4.9,4.8,4.7,3.0,A1,4
house,5.71,5,2.0,1,0,4.9,4.8,4.7,3.0,A1,4
inspection,4.14,10,2.0,3,0,3.8,2.5,2.2,8.0,B2,5
inspection,4.14,10,2.0,3,0,3.8,2.5,2.7,8.0,B2,0
sign,5.08,4,2.0,1,0,4.2,3.5,3.8,3.0,A2,4
ink,4.07,3,2.0,1,1,4.5,4.7,4.2,3.5,A2,4
jaw,3.98,3,2.0,1,0,4.5,4.8,4.7,3.5,B1,4
jaw,3.98,3,2.0,1,0,4.5,4.8,4.7,3.5,B1,4
jaws,3.56,4,2.0,1,1,4.2,4.5,4.3,5.0,B2,4
silver,4.81,6,2.0,2,0,4.2,4.5,4.0,5.0,A2,4
sincere,3.84,7,2.0,2,0,4.0,2.0,2.5,8.0,B1,3
sincere,3.84,7,2.0,2,0,3.5,2.0,2.5,8.0,B1,3
jewelry,4.12,7,2.0,3,0,4.2,4.5,4.0,6.0,B1,1
jewelry,4.12,7,2.0,3,0,4.2,4.5,4.0,5.0,A1,1
insect,3.76,6,2.0,2,0,4.0,4.5,4.2,5.0,A2,4
insect,3.76,6,2.0,2,0,4.0,4.5,4.2,5.0,A2,4
stable,4.48,6,2.0,2,0,4.0,3.0,3.5,6.0,B2,1
stable,4.48,6,2.0,2,0,4.0,3.0,3.5,5.0,B2,1
held,5.24,4,2.0,1,1,4.0,2.5,2.0,3.0,A2,2
held,5.24,4,2.0,1,1,4.0,2.5,2.0,3.0,A2,2
height,4.53,6,2.0,1,0,4.5,3.5,3.0,5.0,A2,2
heavily,4.54,7,2.0,3,0,3.5,1.8,1.5,6.5,B2,0
heaviest,3.35,8,2.0,2,1,4.0,3.0,2.5,6.0,B1,2
heard,5.27,5,2.0,1,0,4.5,2.0,2.5,3.0,A2,2
heard,5.27,5,2.0,1,0,4.5,2.0,2.0,3.0,A2,2
headquarters,4.36,12,2.0,3,1,4.0,3.0,2.5,10.0,B2,1
headquarters,4.36,12,2.0,3,1,4.0,3.5,3.0,10.0,B2,1
selection,4.62,9,2.0,3,0,3.5,2.5,2.0,8.0,B1,0
seeing,5.04,6,2.0,2,0,4.5,3.5,3.0,3.0,A1,2
strength,4.8,8,2.0,1,0,4.5,3.0,3.5,4.0,B1,2
helicopter,4.13,10,2.0,4,0,4.2,4.8,4.7,4.5,A2,1
helicopter,4.13,10,2.0,4,0,4.2,4.5,4.6,4.0,A2,1
stretch,4.35,7,2.0,1,1,4.0,3.0,3.5,3.5,B1,2
harbor,4.15,6,2.0,2,1,3.8,4.2,4.0,7.0,B1,1
harbor,4.15,6,2.0,2,1,3.8,4.2,4.0,6.5,B1,1
harbor,4.15,6,2.0,2,1,3.8,4.2,4.0,6.0,C1,1
hang,4.6,4,2.0,1,1,4.0,3.0,3.5,4.0,A2,2
handful,4.11,7,2.0,2,0,4.0,3.5,3.0,5.0,B2,1
handful,4.11,7,2.0,2,0,4.0,3.5,3.0,5.0,B2,1
hall,4.87,4,2.0,1,0,4.2,3.8,3.5,5.0,A1,2
gunshot,3.49,7,2.0,2,0,4.5,4.8,4.7,6.0,B2,4
gunshot,3.49,7,2.0,2,0,4.5,4.8,4.7,6.0,B2,4
helmet,4.02,6,2.0,2,0,4.5,4.8,4.6,4.0,A2,4
helmet,4.02,6,2.0,2,0,4.5,4.8,4.2,4.0,A2,4
separate,4.83,8,2.0,3,0,4.0,2.5,2.0,6.5,B1,5
separate,4.83,8,2.0,3,0,4.0,2.5,2.0,6.0,B1,5
hospital,5.07,8,2.0,3,0,4.7,4.5,4.2,4.0,A1,4
hospital,5.07,8,2.0,3,0,4.8,4.5,4.2,4.0,A1,4
horn,4.14,4,2.0,1,0,4.2,4.8,4.5,3.5,A2,4
honor,4.69,5,2.0,2,1,4.0,2.0,2.5,7.0,B2,2
honor,4.69,5,2.0,2,1,4.0,2.5,3.0,7.0,B2,2
honor,4.69,5,2.0,2,1,4.2,2.5,3.0,7.0,A2,2
knock,4.35,5,2.0,1,1,4.2,3.8,3.5,3.5,A2,4
stalk,3.46,5,2.0,1,1,3.2,3.8,3.5,6.5,B2,1
stalk,3.46,5,2.0,1,1,3.5,3.8,3.2,7.0,B2,1
hole,4.66,4,2.0,1,0,4.2,4.7,4.5,3.5,A2,4
hole,4.66,4,2.0,1,0,4.0,4.2,4.1,3.5,A2,4
stand,5.14,5,2.0,1,1,4.2,3.5,3.0,3.0,A1,2
stock,4.93,5,2.0,1,0,4.5,3.0,2.5,7.0,B1,2
start,5.56,5,2.0,1,0,4.0,2.5,2.0,3.0,A1,2
hit,5.37,3,2.0,1,0,4.2,3.5,3.0,3.0,A2,2
hit,5.37,3,2.0,1,0,4.2,3.5,3.0,3.0,A2,2
history,5.39,7,2.0,3,0,4.5,2.0,2.5,7.0,A2,5
history,5.39,7,2.0,3,0,4.5,2.0,3.0,8.0,A2,5
hill,4.82,4,2.0,1,0,4.5,4.7,4.6,3.5,A1,4
hike,3.95,4,2.0,1,1,4.0,4.2,4.3,6.0,B1,4
hike,3.95,4,2.0,1,1,4.0,4.2,4.3,6.0,B1,4
hidden,4.53,6,2.0,2,1,4.0,2.0,2.5,5.0,B1,2
twentieth,3.8,9,2.0,3,1,3.5,1.5,1.2,8.0,A1,0
farewell,3.89,8,2.0,3,1,4.0,2.5,3.0,5.0,B2,5
drive,5.13,5,2.0,1,0,4.5,3.5,3.0,3.0,A1,2
car,5.45,3,2.0,1,0,4.9,4.8,4.7,3.0,A1,4
car,5.45,3,2.0,1,0,4.9,4.8,4.7,2.5,A1,4
drill,4.09,5,2.0,1,1,4.5,4.8,4.2,5.0,B1,4
drawing,4.58,7,2.0,2,1,4.5,4.2,4.7,4.0,A1,4
china,5.1,5,2.0,2,0,4.5,3.5,3.0,4.0,A1,2
fishing,4.47,7,2.0,2,0,4.2,4.5,4.3,4.0,A1,4
material,4.95,8,2.0,4,0,4.0,3.5,3.0,5.0,B1,1
material,4.95,8,2.0,4,0,4.0,3.5,3.0,5.0,B1,1
law,5.46,3,2.0,1,1,4.5,2.5,2.0,7.0,A2,2
law,5.46,3,2.0,1,1,4.5,2.5,2.0,7.0,A2,2
draw,4.81,4,2.0,1,1,4.2,3.8,4.0,3.5,A1,4
city,5.61,4,2.0,2,0,4.8,4.5,4.2,4.0,A1,4
city,5.61,4,2.0,2,0,4.8,4.5,4.2,4.0,A1,4
cold,5.02,4,2.0,1,1,4.5,3.5,3.0,3.0,A1,2
cold,5.02,4,2.0,1,1,4.5,3.5,3.0,3.0,A1,2
war,5.46,3,2.0,1,0,4.5,3.0,3.5,6.0,A2,2
war,5.46,3,2.0,1,0,4.5,2.5,3.0,5.0,A2,2
on,6.91,2,2.0,1,0,4.8,1.2,1.1,2.5,A1,2
champ,3.9,5,2.0,1,0,4.0,3.5,3.0,8.0,B2,1
champ,3.9,5,2.0,1,0,4.0,3.5,3.0,8.0,B2,1
the,7.73,3,2.0,1,0,5.0,1.0,1.0,2.0,A1,2
an,6.53,2,2.0,1,0,4.5,1.5,1.2,2.0,A1,2
football,5.11,8,2.0,2,1,4.9,4.8,4.7,4.0,A1,4
football,5.11,8,2.0,2,1,4.9,4.8,4.7,3.0,A1,4
best,5.84,4,2.0,1,0,4.5,2.5,2.0,3.0,A1,2
best,5.84,4,2.0,1,0,4.5,2.5,2.0,3.0,A1,2
dust,4.41,4,2.0,1,0,4.2,3.8,3.7,3.5,A2,4
second,5.63,6,2.0,2,0,4.5,2.5,2.0,3.0,A1,2
second,5.63,6,2.0,2,0,4.5,2.5,2.0,3.0,A1,2
mate,4.55,4,2.0,1,1,4.0,3.0,3.5,5.0,B1,2
mate,4.55,4,2.0,1,1,4.2,3.5,3.0,4.0,B1,2
driver,4.75,6,2.0,2,0,4.5,4.2,3.8,3.5,A1,4
driver,4.75,6,2.0,2,0,4.7,4.5,4.2,4.0,A1,4
king,5.17,4,2.0,1,0,4.8,4.5,4.7,4.0,A1,4
king,5.17,4,2.0,1,0,4.8,4.5,4.7,4.0,A1,4
doorstep,3.5,8,2.0,2,1,4.0,4.5,4.2,5.0,B2,4
state,5.78,5,2.0,1,1,4.5,2.0,2.5,5.0,A2,2
state,5.78,5,2.0,1,1,4.5,2.0,2.5,4.0,A2,2
dry,4.74,3,2.0,1,0,4.5,4.2,3.8,3.5,A1,4
drove,4.36,5,2.0,1,0,4.0,3.0,3.5,4.0,B1,2
group,5.57,5,2.0,1,0,4.2,3.0,2.8,3.5,A1,2
group,5.57,5,2.0,1,0,4.2,3.0,2.8,3.5,A1,2
said,6.01,4,2.0,1,0,4.5,1.5,1.2,3.0,A1,2
said,6.01,4,2.0,1,0,4.5,1.5,1.5,3.0,A1,2
drop,4.99,4,2.0,1,0,4.0,3.5,3.0,3.0,A2,2
street,5.28,6,2.0,1,0,4.7,4.5,4.2,4.0,A1,4
street,5.28,6,2.0,1,0,4.7,4.5,4.2,4.0,A1,4
crime,4.89,5,2.0,1,0,4.2,2.5,3.0,7.0,B1,1
crime,4.89,5,2.0,1,0,4.2,2.5,2.8,6.0,B1,1
disgraceful,3.33,11,2.0,4,1,3.5,2.0,2.5,8.0,B2,0
with,6.85,4,2.0,1,0,4.8,1.5,1.2,2.0,A1,2
reporter,4.35,8,2.0,3,0,4.5,3.2,3.0,6.5,B1,1
discovery,4.45,9,2.0,4,1,4.2,2.8,3.5,6.0,B1,1
discovery,4.45,9,2.0,4,1,4.2,2.8,3.5,7.0,B1,1
green,5.13,5,2.0,1,0,4.7,4.5,4.6,3.0,A1,4
green,5.13,5,2.0,1,0,4.7,4.5,4.6,3.0,A1,4
village,4.82,7,2.0,2,0,4.2,4.5,4.3,5.0,A1,4
guard,4.73,5,2.0,1,0,4.5,4.2,3.8,5.0,B1,4
grand,4.91,5,2.0,1,0,4.5,3.0,3.5,4.0,A2,2
grand,4.91,5,2.0,1,0,4.5,3.0,3.5,4.0,B1,2
dinosaur,3.77,8,2.0,3,0,4.5,4.8,4.9,5.0,A2,1
digger,3.17,6,2.0,2,1,3.5,4.5,4.2,4.0,B2,1
digger,3.17,6,2.0,2,1,3.5,4.5,4.2,4.0,B2,1
wolf,4.35,4,2.0,1,0,4.5,4.8,4.7,5.0,A1,4
pack,4.66,4,2.0,1,0,4.2,3.5,3.0,4.0,A2,2
diet,4.57,4,2.0,2,0,4.5,3.0,3.5,5.0,A2,2
diet,4.57,4,2.0,2,0,4.5,3.0,3.5,5.0,A2,2
daily,5.07,5,2.0,2,0,4.5,2.0,2.5,5.0,A1,2
daily,5.07,5,2.0,2,0,4.5,2.5,2.0,4.0,A1,2
health,5.44,6,2.0,1,0,4.5,2.5,3.0,5.0,A2,2
health,5.44,6,2.0,1,0,4.5,3.0,3.5,5.0,A2,2
digging,3.99,7,2.0,2,1,3.8,4.2,4.0,3.5,B1,1
banking,4.35,7,2.0,2,0,4.2,2.5,2.0,8.0,B1,2
in,7.27,2,2.0,1,0,4.8,1.5,1.2,2.0,A1,2
was,6.82,3,2.0,1,0,4.8,1.2,1.1,3.0,A1,2
into,6.11,4,2.0,2,0,4.5,1.5,1.5,3.0,A1,2
at,6.7,2,2.0,1,0,4.5,1.5,1.2,2.0,A1,2
divide,4.12,6,2.0,2,0,4.0,2.5,2.0,6.0,B1,3
earth,5.06,5,2.0,1,0,4.7,4.8,4.6,3.5,A2,4
earth,5.06,5,2.0,1,0,4.8,4.5,4.7,3.0,A2,4
eastern,4.78,7,2.0,2,0,4.0,2.8,2.5,6.5,A2,2
eastern,4.78,7,2.0,2,0,4.0,2.8,2.5,6.5,A2,2
service,5.49,7,2.0,2,0,4.5,2.0,2.5,5.0,A2,2
service,5.49,7,2.0,2,0,4.5,2.0,2.5,5.0,A2,2
one,6.47,3,2.0,1,0,4.8,2.5,2.0,2.0,A1,2
one,6.47,3,2.0,1,0,4.8,2.5,2.0,2.0,A1,2
fox,4.66,3,2.0,1,0,4.2,4.5,4.6,4.0,A1,4
fox,4.66,3,2.0,1,0,4.5,4.8,4.7,4.0,A1,4
whose,5.07,5,2.0,1,0,4.0,1.5,1.5,5.0,A2,3
area,5.46,4,2.0,3,0,4.5,3.0,3.0,5.0,A1,2
area,5.46,4,2.0,3,0,4.5,3.0,3.0,5.0,A1,2
news,5.44,4,2.0,1,0,4.5,2.0,2.5,5.0,A1,2
news,5.44,4,2.0,1,0,4.5,2.0,2.5,5.0,A1,2
expert,4.56,6,2.0,2,0,4.2,2.5,2.8,8.0,B1,2
expert,4.56,6,2.0,2,0,4.5,3.0,3.0,8.0,B1,1
wave,4.62,4,2.0,1,0,4.5,4.2,4.3,3.0,A2,4
wave,4.62,4,2.0,1,0,4.5,4.2,4.3,3.0,A2,4
roll,4.75,4,2.0,1,0,4.0,3.5,3.5,3.0,A2,2
roll,4.75,4,2.0,1,0,4.2,3.8,3.5,3.5,A2,4
weakness,4.19,8,2.0,2,0,4.0,2.0,2.5,6.5,B1,2
weakness,4.19,8,2.0,2,0,4.0,2.0,2.5,6.0,B1,2
weight,5.02,6,2.0,1,0,4.2,3.5,3.0,4.0,A2,2
rocket,4.31,6,2.0,2,0,4.5,4.8,4.7,5.0,B1,4
wheat,4.01,5,2.0,1,0,4.2,4.5,3.8,4.0,B1,4
roadside,3.45,8,2.0,2,0,3.8,4.2,3.5,7.0,B2,1
roadside,3.45,8,2.0,2,0,3.8,4.2,4.0,6.0,B2,1
wild,4.8,4,2.0,1,0,4.2,3.5,4.0,4.0,A2,4
wild,4.8,4,2.0,1,0,4.2,3.8,4.0,3.5,A2,4
watchdog,3.19,8,2.0,2,1,3.8,3.5,3.2,8.0,C1,1
watchdog,3.19,8,2.0,2,1,3.5,4.2,3.8,8.0,C1,1
willing,4.72,7,2.0,2,0,4.0,2.0,2.5,5.0,B1,2
willing,4.72,7,2.0,2,0,4.0,2.0,2.5,5.0,B1,2
winning,4.98,7,2.0,2,0,4.5,2.5,3.0,5.0,B1,2
winning,4.98,7,2.0,2,0,4.5,3.0,3.5,5.0,B1,2
won,5.2,3,2.0,1,0,4.5,2.0,2.0,4.0,A1,2
worst,4.93,5,2.0,1,1,4.5,2.0,2.5,5.0,A2,2
worst,4.93,5,2.0,1,1,4.5,2.0,2.5,5.0,A2,2
worth,5.16,5,2.0,1,1,4.0,2.0,2.5,5.0,B1,2
ride,4.85,4,2.0,1,0,4.5,3.8,4.0,3.0,A1,4
ride,4.85,4,2.0,1,0,4.5,3.8,4.0,3.0,A1,4
except,5.02,6,2.0,2,1,4.0,1.5,1.2,7.0,B1,5
written,5.09,7,2.0,2,0,4.5,2.0,2.5,5.0,A2,2
warning,4.59,7,2.0,2,0,4.2,2.5,2.8,5.0,B1,2
wake,4.76,4,2.0,1,0,4.5,3.5,3.0,3.0,A2,2
wake,4.76,4,2.0,1,0,4.5,3.5,3.0,3.0,A2,2
fallen,4.39,6,2.0,2,1,3.5,2.5,2.0,4.0,B2,3
fallen,4.39,6,2.0,2,1,3.5,2.5,3.0,5.0,B2,1
fall,5.13,4,2.0,1,0,4.0,3.5,3.5,3.0,A1,2
fall,5.13,4,2.0,1,0,4.0,3.5,3.5,3.0,A1,2
fair,4.99,4,2.0,1,0,4.2,2.5,2.8,4.0,A2,2
unnamed,3.57,7,2.0,3,1,2.5,2.0,1.5,4.5,B2,3
unnamed,3.57,7,2.0,3,1,2.5,2.0,1.5,4.5,B2,3
upper,4.72,5,2.0,2,0,3.5,2.5,2.0,4.0,A2,3
upwards,3.75,7,2.0,2,1,4.0,2.0,2.5,5.0,B2,2
