,word,complex_percentage,length,frequency,aoa,Familiarity,Concreteness
681,boom,16.0,4,4.33,5.56,0.0,0.0
683,booming,50.0,7,3.43,,0.0,0.0
684,boost,28.0,5,4.41,7.89,0.0,0.0
685,boosts,35.0,6,3.41,,0.0,0.0
686,border,6.666666666666667,6,4.7,6.85,489.0,444.0
687,borders,5.0,7,4.26,,0.0,0.0
688,bore,20.0,4,3.93,,543.0,344.0
690,born,10.0,4,5.09,4.68,566.0,336.0
692,boron,10.0,5,2.92,,0.0,0.0
693,borrowing,16.666666666666668,9,3.75,,0.0,0.0
699,bought,10.0,6,4.91,,0.0,0.0
700,boulevard,0.0,9,3.7,,0.0,0.0
702,bounce,15.0,6,4.02,6.17,0.0,0.0
703,bound,40.0,5,4.46,9.0,0.0,0.0
704,bounded,40.0,7,3.5,,0.0,0.0
705,boycott,60.0,7,3.81,12.79,0.0,0.0
706,boycotted,50.0,9,2.94,,0.0,0.0
707,boys,10.0,4,5.03,,0.0,0.0
708,bracing,10.0,7,3.12,,0.0,0.0
711,brake,20.0,5,3.95,5.95,551.0,526.0
712,branch,15.0,6,4.58,5.11,529.0,583.0
713,branches,20.0,8,4.21,,0.0,0.0
714,brand,10.0,5,4.83,7.72,0.0,0.0
715,branding,37.5,8,3.77,,0.0,0.0
716,brands,5.0,6,4.32,,0.0,0.0
720,breach,10.0,6,4.13,11.72,0.0,0.0
721,breaking,10.0,8,4.74,,0.0,0.0
722,breathe,10.0,7,4.26,4.11,0.0,0.0
723,breeches,60.0,8,2.67,,0.0,0.0
726,bribes,40.0,6,3.3,,0.0,0.0
727,bridge,13.333333333333334,6,4.77,5.58,561.0,623.0
729,bridges,10.0,7,4.1,,0.0,0.0
730,brief,6.666666666666667,5,4.52,8.44,523.0,361.0
731,briefly,20.0,7,4.22,,0.0,0.0
732,brigade,16.666666666666668,7,3.9,11.58,0.0,0.0
733,bring,0.0,5,5.27,4.42,0.0,0.0
734,bringing,0.0,8,4.71,,0.0,0.0
735,brings,10.0,6,4.61,,0.0,0.0
736,brink,25.0,5,3.51,10.47,0.0,0.0
742,broad,20.0,5,4.53,10.5,523.0,399.0
743,broadband,20.0,9,3.69,13.83,,
744,broadcast,18.333333333333332,9,4.39,9.3,0.0,0.0
745,broadcasting,6.666666666666667,12,4.02,9.53,0.0,0.0
746,broadcasts,25.0,10,3.5,,0.0,0.0
747,broadened,60.0,9,3.04,,0.0,0.0
748,broader,15.0,7,4.01,,0.0,0.0
749,broke,10.0,5,4.85,,528.0,394.0
750,broken,15.0,6,4.88,,576.0,383.0
751,brokered,26.666666666666668,8,2.8,,,
753,bronze,0.0,6,4.2,10.0,398.0,568.0
754,brood,35.0,5,3.25,10.47,0.0,0.0
755,broods,55.0,6,2.41,,0.0,0.0
756,brooking,10.0,8,1.98,,0.0,0.0
758,brothers,0.0,8,4.69,,0.0,0.0
759,brought,15.0,7,5.16,,0.0,0.0
760,brown,13.333333333333334,5,5.01,,0.0,0.0
764,brutal,13.333333333333334,6,4.1,10.17,446.0,402.0
765,brutally,22.0,8,3.59,,0.0,0.0
767,bubble,17.142857142857142,6,4.16,3.79,508.0,563.0
768,budget,12.0,6,4.82,10.05,517.0,366.0
769,budgets,5.0,7,3.74,,0.0,0.0
771,buffer,55.0,6,3.78,12.37,402.0,509.0
773,building,8.0,8,5.29,6.16,607.0,589.0
774,buildings,10.0,9,4.69,,0.0,0.0
775,built,10.0,5,5.07,,0.0,0.0
778,bulging,80.0,7,3.03,,0.0,0.0
779,bumble,20.0,6,2.97,7.27,0.0,0.0
783,buoys,60.0,5,2.77,,0.0,0.0
784,bureau,6.363636363636363,6,4.41,11.95,395.0,547.0
785,bureaucrat,50.0,10,2.84,12.74,0.0,0.0
788,burned,0.0,6,4.31,,0.0,0.0
789,burnt,16.0,5,4.03,,0.0,0.0
791,burst,13.333333333333334,5,4.15,7.72,0.0,0.0
792,bursting,80.0,8,3.49,,0.0,0.0
793,buses,10.0,5,4.02,,0.0,0.0
794,businesslike,35.0,12,2.34,10.55,,
795,bust,7.5,4,4.04,9.23,0.0,0.0
796,butcher,70.0,7,3.75,7.9,473.0,556.0
798,c,0.0,1,5.33,,0.0,0.0
799,cabinet,8.666666666666666,7,4.49,6.06,472.0,593.0
800,cacao,0.0,5,2.86,,0.0,0.0
803,call,10.0,4,5.51,4.74,599.0,389.0
805,called,10.0,6,5.59,,0.0,0.0
806,calls,0.0,5,4.91,,0.0,0.0
807,calm,16.666666666666668,4,4.54,6.26,547.0,360.0
808,cameras,0.0,7,4.34,,0.0,0.0
810,camp,0.0,4,4.79,5.78,541.0,571.0
811,campaign,25.384615384615383,8,5.0,12.55,0.0,0.0
813,campaigning,20.0,11,3.62,,0.0,0.0
815,campus,10.0,6,4.51,10.84,0.0,0.0
818,canary,5.0,6,3.44,7.32,411.0,577.0
820,canceled,15.0,8,3.9,,,
821,cancer,10.0,6,4.93,8.39,556.0,615.0
823,candidacy,50.0,9,3.41,12.29,0.0,0.0
824,candidate,6.0,9,4.66,10.39,488.0,489.0
825,candidates,6.0,10,4.56,,0.0,0.0
826,cane,10.0,4,3.76,5.74,442.0,590.0
827,canopy,100.0,6,3.52,9.82,0.0,0.0
828,cantata,0.0,7,2.44,14.33,0.0,0.0
831,capabilities,10.0,12,4.11,,0.0,0.0
832,capable,5.0,7,4.61,9.16,554.0,0.0
833,capacity,6.666666666666667,8,4.71,9.83,512.0,293.0
834,cape,10.0,4,4.3,,521.0,581.0
835,capital,3.75,7,5.01,8.1,538.0,448.0
836,captain,0.0,7,4.89,6.06,498.0,534.0
837,caption,10.0,7,3.72,8.94,0.0,0.0
838,capture,23.333333333333332,7,4.42,6.39,0.0,0.0
839,captured,40.0,8,4.44,,0.0,0.0
840,capturing,10.0,9,3.76,,0.0,0.0
841,car,7.0,3,5.45,3.37,634.0,622.0
842,carbon,20.0,6,4.55,10.55,470.0,511.0
843,care,5.0,4,5.56,5.65,563.0,342.0
844,career,6.666666666666667,6,5.07,9.95,589.0,373.0
845,caring,10.0,6,4.2,,0.0,0.0
847,carnage,90.0,7,3.3,12.5,298.0,376.0
849,carriers,6.25,8,4.02,,0.0,0.0
850,cars,0.0,4,4.89,,0.0,0.0
851,carve,80.0,5,3.41,6.35,0.0,0.0
852,carved,20.0,6,3.88,,0.0,0.0
853,case,8.0,4,5.55,6.74,553.0,548.0
854,cases,0.0,5,5.04,,0.0,0.0
855,casino,15.0,6,4.16,9.58,0.0,0.0
856,casinos,25.0,7,3.47,,0.0,0.0
858,cast,50.0,4,4.79,7.24,495.0,502.0
859,casts,40.0,5,3.58,,0.0,0.0
860,casualties,40.0,10,3.93,,0.0,0.0
861,catch,20.0,5,4.87,4.61,0.0,0.0
862,cathedral,5.0,9,3.99,10.58,440.0,553.0
864,cathode,90.0,7,3.03,14.6,0.0,0.0
865,catholic,3.3333333333333335,8,4.55,7.84,0.0,0.0
866,caucus,20.0,6,3.58,14.88,320.0,402.0
867,cause,10.0,5,5.35,5.84,557.0,287.0
868,caused,10.0,6,4.88,,0.0,0.0
869,caution,10.0,7,3.97,6.22,0.0,0.0
870,cavalryman,100.0,10,2.09,9.5,0.0,0.0
874,cease,70.0,5,4.03,9.26,0.0,0.0
876,ceased,60.0,6,3.81,,0.0,0.0
877,ceasefire,43.63636363636363,9,3.32,11.57,,
878,celebrate,0.0,9,4.49,6.21,0.0,0.0
879,celebrated,16.666666666666668,10,4.24,,0.0,0.0
880,cementing,65.0,9,2.81,,0.0,0.0
881,cemetery,20.0,8,4.06,7.78,0.0,0.0
882,census,20.0,6,4.19,11.14,0.0,0.0
883,center,1.6666666666666667,6,5.19,6.57,540.0,371.0
884,central,3.3333333333333335,7,5.12,8.0,0.0,0.0
887,century,0.0,7,5.02,7.0,514.0,346.0
889,ceramics,0.0,8,3.44,9.5,0.0,0.0
890,ceremonially,90.0,12,2.11,,0.0,0.0
891,ceremony,25.0,8,4.42,7.11,501.0,430.0
893,certain,3.3333333333333335,7,5.16,8.2,0.0,0.0
894,chain,0.0,5,4.65,5.22,513.0,595.0
895,chains,10.0,6,4.11,,0.0,0.0
896,chairman,10.0,8,4.8,10.84,0.0,0.0
897,challenge,13.333333333333334,9,4.88,7.55,515.0,308.0
898,challenged,25.0,10,4.09,,0.0,0.0
899,challenges,15.0,10,4.49,,0.0,0.0
900,challenging,60.0,11,4.27,,0.0,0.0
901,chamber,10.0,7,4.47,9.3,0.0,0.0
902,champ,10.0,5,3.9,7.53,0.0,0.0
903,champions,0.0,9,4.5,,0.0,0.0
904,championships,20.0,13,4.03,,0.0,0.0
906,chance,10.0,6,5.26,7.78,563.0,254.0
907,change,0.0,6,5.54,4.26,0.0,0.0
908,changed,7.5,7,5.07,,0.0,0.0
909,channels,15.0,8,4.38,,0.0,0.0
910,chanted,50.0,7,2.99,,0.0,0.0
911,chaos,30.0,5,4.27,10.05,450.0,299.0
912,chapel,10.0,6,4.03,6.95,471.0,587.0
913,character,5.555555555555555,9,5.11,6.47,551.0,365.0
914,characteristic,20.0,14,3.97,10.47,0.0,0.0
915,charade,80.0,7,2.9,9.56,0.0,0.0
916,charge,10.833333333333334,6,5.02,7.5,0.0,0.0
917,charged,25.0,7,4.62,,0.0,0.0
918,charges,10.0,7,4.68,,0.0,0.0
919,charity,10.0,7,4.45,7.63,518.0,373.0
923,chase,20.0,5,4.44,5.53,0.0,0.0
924,checked,20.0,7,4.54,,0.0,0.0
925,checkerboard,30.0,12,2.46,6.74,,
927,cheerfulness,35.0,12,2.3,8.15,0.0,0.0
929,chemical,0.0,8,4.57,9.5,0.0,0.0
930,chemicals,0.0,9,4.17,,0.0,0.0
931,chemistry,8.0,9,4.35,9.94,533.0,374.0
933,chest,10.0,5,4.52,5.05,543.0,580.0
934,chicken,10.0,7,4.63,3.26,544.0,614.0
935,chief,1.875,5,5.11,7.53,482.0,503.0
936,chiefs,0.0,6,4.07,,0.0,0.0
937,child,10.0,5,5.3,,585.0,581.0
938,china,0.0,5,5.1,,507.0,578.0
940,chloride,25.0,8,3.39,12.22,391.0,547.0
942,chlorophyll,5.0,11,2.75,11.75,0.0,0.0
944,choose,0.0,6,4.91,4.74,534.0,308.0
945,chopped,30.0,7,3.78,,0.0,0.0
946,chord,10.0,5,3.65,9.71,0.0,0.0
949,church,0.0,6,5.16,5.15,560.0,587.0
951,circle,13.333333333333334,6,4.55,3.67,581.0,515.0
952,circuit,1.4285714285714286,7,4.47,11.78,442.0,493.0
953,circumstances,45.0,13,4.59,,0.0,0.0
956,cited,17.5,5,4.29,,0.0,0.0
957,cites,30.0,5,3.61,,0.0,0.0
958,citing,10.0,6,3.94,,0.0,0.0
959,citizens,5.714285714285714,8,4.72,,0.0,0.0
960,city,2.5,4,5.61,6.56,616.0,554.0
961,civil,3.75,5,4.93,10.89,508.0,0.0
962,civilian,10.0,8,4.23,9.76,0.0,0.0
963,civilians,10.0,9,4.1,,0.0,0.0
964,civilization,15.0,12,4.01,10.0,491.0,361.0
965,claim,10.0,5,4.95,9.05,525.0,331.0
966,claimants,100.0,9,3.26,,0.0,0.0
967,claimed,13.076923076923077,7,4.64,,0.0,0.0
968,claiming,15.0,8,4.33,,0.0,0.0
969,claims,13.076923076923077,6,4.86,,0.0,0.0
970,clamoring,40.0,9,2.8,,,
972,clams,18.0,5,3.13,,0.0,0.0
973,clapped,15.0,7,3.11,,0.0,0.0
974,clarinet,6.666666666666667,8,3.12,9.22,464.0,633.0
975,clarinets,40.0,9,2.27,,0.0,0.0
976,clarity,20.0,7,3.9,10.55,0.0,0.0
977,clashed,20.0,7,3.12,,0.0,0.0
978,clashes,20.384615384615383,7,3.53,,0.0,0.0
979,clashing,35.0,8,2.91,,0.0,0.0
980,class,30.0,5,5.36,4.95,0.0,0.0
981,classed,10.0,7,3.31,,0.0,0.0
982,classified,0.0,10,4.26,11.58,0.0,0.0
983,classmate,10.0,9,3.34,7.15,0.0,0.0
984,claws,35.0,5,3.56,,0.0,0.0
985,clean,10.0,5,4.97,3.89,610.0,392.0
988,cleansing,23.333333333333332,9,3.56,9.11,0.0,0.0
989,clear,0.0,5,5.25,5.8,576.0,359.0
990,clearance,50.0,9,3.96,8.95,418.0,328.0
991,cleared,0.0,7,4.2,,0.0,0.0
992,clearing,0.0,8,4.04,,0.0,0.0
993,clearly,10.0,7,4.92,,0.0,0.0
994,clemency,60.0,8,2.97,14.12,233.0,264.0
995,cleric,0.0,6,3.38,11.89,0.0,0.0
997,cliff,25.0,5,4.1,,479.0,591.0
998,climate,10.0,7,4.71,7.95,0.0,0.0
999,clockwise,40.0,9,3.2,,0.0,0.0
1000,cloister,50.0,8,2.75,14.71,0.0,0.0
1001,close,0.0,5,5.36,4.5,587.0,391.0
1002,closed,3.3333333333333335,6,4.9,,0.0,0.0
1004,closer,6.666666666666667,6,4.73,,536.0,323.0
1005,closing,0.0,7,4.46,,0.0,0.0
1006,cloud,8.571428571428571,5,4.46,3.63,553.0,554.0
1007,clout,80.0,5,3.23,16.86,0.0,0.0
1008,club,3.3333333333333335,4,5.2,5.89,533.0,509.0
1009,cluster,40.0,7,3.99,10.0,0.0,0.0
1016,coast,0.0,5,4.87,6.43,541.0,562.0
1017,coastal,10.0,7,4.19,8.11,0.0,0.0
1018,coated,20.0,6,3.69,,0.0,0.0
1019,coating,5.0,7,3.71,8.56,0.0,0.0
1021,cocaine,10.0,7,3.98,12.16,0.0,0.0
1022,cockpit,45.0,7,3.6,8.74,481.0,576.0
1023,cocoon,60.0,6,3.08,8.95,0.0,0.0
1024,cocos,10.0,5,2.58,,0.0,0.0
1026,code,0.0,4,5.08,8.11,464.0,432.0
1027,codes,10.0,5,4.18,,0.0,0.0
1028,coding,6.666666666666667,6,3.81,11.84,0.0,0.0
1029,coffee,0.0,6,4.86,4.94,625.0,613.0
1031,cold,20.0,4,5.02,3.95,626.0,457.0
1033,collaborated,60.0,12,3.37,,0.0,0.0
1034,collaborating,80.0,13,3.42,,0.0,0.0
1035,collaborations,70.0,14,3.32,,,
1036,collapse,18.571428571428573,8,4.18,9.17,0.0,0.0
1037,collapsed,31.25,9,3.92,,0.0,0.0
1038,collapsing,50.0,10,3.39,,0.0,0.0
1039,colleagues,16.666666666666668,10,4.29,,0.0,0.0
1040,collected,6.666666666666667,9,4.63,,0.0,0.0
1041,collection,40.0,10,4.96,7.21,538.0,403.0
1042,collided,46.666666666666664,8,3.26,,0.0,0.0
1043,collision,60.0,9,3.95,9.05,0.0,0.0
1044,colonial,30.0,8,4.17,8.76,0.0,0.0
1046,colonies,25.0,8,3.94,,0.0,0.0
1047,colossal,40.0,8,3.37,9.0,0.0,0.0
1048,coma,50.0,4,3.74,10.83,0.0,0.0
1050,combat,18.46153846153846,6,4.56,10.33,0.0,0.0
1052,combating,35.0,9,3.25,,0.0,0.0
1053,come,6.666666666666667,4,5.78,3.32,608.0,355.0
1054,comedian,20.0,8,3.96,8.89,0.0,0.0
1055,comedies,10.0,8,3.3,,0.0,0.0
1056,comedy,15.0,6,4.51,8.11,588.0,365.0
1058,comic,3.3333333333333335,5,4.42,7.0,0.0,0.0
1059,comically,70.0,9,2.77,,0.0,0.0
1060,coming,6.666666666666667,6,5.4,,0.0,0.0
1061,commander,1.6666666666666667,9,4.51,8.19,409.0,512.0
1063,commanders,0.0,10,3.74,,0.0,0.0
1064,commemorating,90.0,13,3.14,,0.0,0.0
1065,commenced,80.0,9,3.78,,0.0,0.0
1066,comment,0.0,7,4.88,8.84,0.0,0.0
1067,commentary,10.0,10,4.19,11.89,0.0,0.0
1068,commented,30.0,9,4.07,,0.0,0.0
1069,commerce,0.0,8,4.37,13.44,0.0,0.0
1070,commercial,6.666666666666667,10,4.92,6.17,536.0,423.0
1071,commission,3.75,10,4.91,14.72,0.0,0.0
1072,commissioned,75.0,12,3.96,,0.0,0.0
1073,commissioner,7.777777777777778,12,4.43,13.37,0.0,0.0
1074,commit,26.666666666666668,6,4.33,10.06,0.0,0.0
1075,commitment,43.333333333333336,10,4.43,9.33,0.0,0.0
1076,commits,10.0,7,3.49,,0.0,0.0
1077,committed,35.0,9,4.65,,0.0,0.0
1078,committees,10.0,10,3.93,,0.0,0.0
1079,common,6.666666666666667,6,5.2,6.94,595.0,0.0
1080,commonly,0.0,8,4.38,,0.0,0.0
1081,commonwealth,30.0,12,4.34,11.94,0.0,0.0
1082,communicate,10.0,11,4.2,7.63,0.0,0.0
1083,communication,2.0,13,4.68,8.47,527.0,399.0
1084,communications,16.0,14,4.59,,0.0,0.0
1085,community,9.23076923076923,9,5.34,7.28,499.0,388.0
1086,commute,40.0,7,3.56,9.33,0.0,0.0
1087,commuted,50.0,8,2.85,,0.0,0.0
1088,compact,26.666666666666668,7,4.06,10.79,518.0,441.0
1089,companies,10.0,9,5.18,,0.0,0.0
1090,companion,10.0,9,4.13,9.58,0.0,0.0
1092,comparison,70.0,10,4.51,9.27,560.0,311.0
1093,comparisons,10.0,11,3.79,,0.0,0.0
1094,compartments,10.0,12,3.24,,0.0,0.0
1095,compassionate,60.0,13,3.55,11.74,0.0,0.0
1096,compatible,70.0,10,3.97,10.16,0.0,0.0
1097,compel,30.0,6,3.28,12.61,0.0,0.0
1098,compelling,50.0,10,3.98,9.06,0.0,0.0
1099,compete,10.0,7,4.39,6.94,0.0,0.0
1100,competing,12.857142857142858,9,4.22,,0.0,0.0
1101,competition,11.666666666666666,11,4.91,7.85,544.0,342.0
1102,competitor,17.5,10,3.81,9.06,0.0,0.0
1103,competitors,20.0,11,4.11,,0.0,0.0
1104,compiled,56.666666666666664,8,3.98,,0.0,0.0
1105,complained,15.0,10,3.99,,0.0,0.0
1106,complaining,30.0,11,4.12,,0.0,0.0
1107,complaint,15.0,9,4.32,7.84,0.0,0.0
1108,complaints,30.0,10,4.23,,0.0,0.0
1109,complementary,60.0,13,3.56,10.56,0.0,0.0
1110,complete,7.5,8,5.1,6.58,605.0,0.0
1111,completed,10.0,9,4.77,,0.0,0.0
1112,completing,0.0,10,4.06,,0.0,0.0
1113,complex,8.88888888888889,7,4.86,11.21,0.0,0.0
1114,complicated,26.666666666666668,11,4.47,8.39,0.0,0.0
1115,complications,5.0,13,3.98,,0.0,0.0
1116,comply,40.0,6,4.04,10.53,0.0,0.0
1117,composed,10.0,8,4.27,,0.0,0.0
1118,composer,23.333333333333332,8,3.85,9.33,448.0,487.0
1119,composing,45.0,9,3.44,,0.0,0.0
1120,compound,17.894736842105264,8,4.18,11.26,0.0,0.0
1121,compounds,16.31578947368421,9,3.99,,0.0,0.0
1122,comprehend,100.0,10,3.7,11.16,0.0,0.0
1123,comprehensive,33.333333333333336,13,4.36,12.74,427.0,0.0
1124,compression,20.0,11,3.82,11.83,360.0,356.0
1125,comprise,40.0,8,3.62,12.06,0.0,0.0
1126,comprises,30.0,9,3.85,,0.0,0.0
1127,compromise,40.0,10,4.15,9.1,0.0,0.0
1128,compulsory,70.0,10,3.7,12.16,0.0,0.0
1129,concentrate,30.0,11,4.07,8.16,0.0,0.0
1130,concentration,5.0,13,4.27,8.35,0.0,0.0
1131,concentrations,30.0,14,3.76,,0.0,0.0
1132,concept,20.0,7,4.77,11.44,532.0,264.0
1133,concern,11.428571428571429,7,4.66,7.42,519.0,509.0
1134,concerned,46.666666666666664,9,4.75,8.79,0.0,0.0
1135,concerning,6.666666666666667,10,4.31,,0.0,0.0
1136,concerns,20.0,8,4.59,,0.0,0.0
1137,concert,30.0,7,4.55,8.95,520.0,252.0
1138,concerted,30.0,9,3.27,14.88,0.0,0.0
1139,concerto,0.0,8,3.26,12.89,0.0,0.0
1140,concerts,10.0,8,3.97,,0.0,0.0
1141,concisely,100.0,9,2.52,,0.0,0.0
1142,concluded,16.666666666666668,9,4.35,,0.0,0.0
1143,concludes,0.0,9,3.76,,0.0,0.0
1144,conclusion,35.0,10,4.4,9.44,577.0,278.0
1145,concrete,5.0,8,4.44,7.44,528.0,562.0
1146,condemned,60.0,9,3.97,,0.0,0.0
1147,condition,13.0,9,4.86,8.42,571.0,303.0
1148,conditions,10.0,10,4.98,,0.0,0.0
1149,condolences,60.0,11,3.58,,0.0,0.0
1150,conduct,6.666666666666667,7,4.52,8.58,0.0,0.0
1151,conducted,18.0,9,4.58,,0.0,0.0
1152,conducting,20.0,10,4.07,,0.0,0.0
1153,cone,12.5,4,3.83,4.67,506.0,573.0
1154,conference,13.75,10,5.01,9.39,498.0,417.0
1155,conferred,100.0,9,3.38,,0.0,0.0
1156,confessing,30.0,10,3.08,,0.0,0.0
1157,confessions,55.0,11,3.53,,0.0,0.0
1158,confidence,13.076923076923077,10,4.65,9.28,566.0,270.0
1159,confident,20.0,9,4.43,9.58,554.0,0.0
1160,confidential,70.0,12,3.9,11.78,0.0,0.0
1161,confined,60.0,8,3.82,,0.0,0.0
1162,confinement,55.0,11,3.46,10.7,0.0,0.0
1163,confirmed,25.555555555555557,9,4.67,,0.0,0.0
1164,confirming,16.666666666666668,10,3.67,,0.0,0.0
1165,conflict,20.58823529411765,8,4.64,9.58,494.0,305.0
1166,conflicting,40.0,11,3.63,11.52,0.0,0.0
1167,conform,20.0,7,3.53,10.5,0.0,0.0
1168,conformity,80.0,10,3.2,14.56,0.0,0.0
1169,confrontation,45.0,13,3.72,8.58,0.0,0.0
1170,confrontations,45.0,14,2.96,,0.0,0.0
1171,confronted,70.0,10,3.84,,0.0,0.0
1172,confusingly,40.0,11,2.53,,,
1173,congress,0.0,8,4.9,9.05,389.0,384.0
1174,congressional,20.0,13,4.19,12.53,0.0,0.0
1175,conjure,40.0,7,3.1,11.37,0.0,0.0
1176,connection,3.3333333333333335,10,4.76,8.0,0.0,0.0
1177,connects,0.0,8,3.83,,0.0,0.0
1178,conquer,30.0,7,3.77,10.06,0.0,0.0
1179,conscription,100.0,12,2.99,13.08,0.0,0.0
1180,conscripts,60.0,10,2.61,,0.0,0.0
1181,conservative,23.333333333333332,12,4.61,13.95,545.0,0.0
1182,conservatives,40.0,13,4.14,,0.0,0.0
1183,considerable,13.333333333333334,12,4.25,10.42,542.0,302.0
1184,considerations,10.0,14,3.74,,0.0,0.0
1185,considered,16.666666666666668,10,5.08,,0.0,0.0
1186,considering,0.0,11,4.64,,0.0,0.0
1187,consistently,70.0,12,4.24,,0.0,0.0
1188,consists,5.0,8,4.39,,0.0,0.0
1189,consort,100.0,7,3.2,12.79,0.0,0.0
1190,conspiracy,25.714285714285715,10,4.26,11.24,0.0,0.0
1191,conspiring,30.0,10,3.11,,0.0,0.0
1192,constitution,0.0,12,4.56,9.05,466.0,367.0
1193,constructing,10.0,12,3.59,,0.0,0.0
1194,construction,8.333333333333334,12,4.97,7.67,466.0,464.0
1195,consultant,25.0,10,4.13,12.26,0.0,0.0
1196,consultation,25.0,12,4.02,9.79,0.0,0.0
1197,consulting,10.0,10,4.06,,0.0,0.0
1198,consumers,5.0,9,4.39,,0.0,0.0
1199,contacted,10.0,9,4.0,,0.0,0.0
1200,contain,10.0,7,4.5,7.88,0.0,0.0
1201,containing,5.0,10,4.43,,0.0,0.0
1203,contains,15.0,8,4.68,,0.0,0.0
1204,contempt,40.0,8,3.74,12.44,0.0,0.0
1205,content,10.0,7,5.0,8.37,553.0,300.0
1206,contents,3.3333333333333335,8,4.18,8.5,566.0,414.0
1207,contest,15.0,7,4.53,7.44,0.0,0.0
1208,contested,20.0,9,3.77,,0.0,0.0
1209,contexts,35.0,8,3.58,,0.0,0.0
1210,continental,13.333333333333334,11,4.02,11.06,0.0,0.0
1211,continents,0.0,10,3.55,,0.0,0.0
1212,contingent,40.0,10,3.69,13.73,0.0,0.0
1213,continue,6.666666666666667,8,5.08,7.53,0.0,0.0
1214,continued,8.0,9,4.96,,623.0,0.0
1215,continuing,10.0,10,4.48,,0.0,0.0
1216,continuous,15.0,10,4.21,11.39,0.0,0.0
1217,contract,13.0,8,4.94,9.21,509.0,467.0
1218,contributed,25.0,11,4.39,,0.0,0.0
1219,contribution,10.0,12,4.34,11.25,505.0,353.0
1220,contributions,22.5,13,4.34,,0.0,0.0
1221,control,10.0,7,5.4,7.26,559.0,311.0
1222,controlled,0.0,10,4.59,,0.0,0.0
1223,controllers,10.0,11,3.68,,0.0,0.0
1224,controversial,57.5,13,4.23,12.16,0.0,0.0
1225,convert,10.0,7,4.11,10.61,0.0,0.0
1226,converted,20.0,9,4.21,,0.0,0.0
1227,convertible,32.857142857142854,11,3.55,8.53,0.0,0.0
1228,convertibles,25.0,12,2.41,,0.0,0.0
1230,convicted,26.666666666666668,9,4.2,,0.0,0.0
1231,convictions,70.0,11,3.71,,0.0,0.0
1232,convicts,25.0,8,3.27,,0.0,0.0
1233,convince,14.285714285714286,8,4.26,8.78,0.0,0.0
1234,convinced,40.0,9,4.4,,0.0,0.0
1235,convincing,25.0,10,3.97,7.58,0.0,0.0
1236,convoy,30.0,6,3.71,12.28,0.0,0.0
1237,coolest,0.0,7,3.62,,0.0,0.0
1238,cooperate,10.0,9,3.79,8.28,,
1239,cooperation,5.0,11,4.3,8.0,,
1240,coordinated,30.0,11,3.79,,,
1241,coordination,10.0,12,3.9,11.84,,
1245,copper,10.0,6,4.27,7.95,491.0,547.0
1246,coral,7.142857142857143,5,3.86,9.06,425.0,572.0
1247,corals,10.0,6,3.06,,0.0,0.0
1248,cordon,5.0,6,3.14,13.43,0.0,0.0
1249,core,20.0,4,4.73,7.63,459.0,459.0
1250,corporate,20.0,9,4.64,10.84,0.0,0.0
1251,corporation,3.3333333333333335,11,4.59,11.55,427.0,361.0
1252,corpses,50.0,7,3.5,,0.0,0.0
1254,correctness,3.3333333333333335,11,3.39,8.72,0.0,0.0
1255,correspondent,30.0,13,3.86,13.32,484.0,441.0
1256,corridor,30.0,8,3.88,9.11,579.0,568.0
1257,corrosive,60.0,9,3.11,10.18,0.0,0.0
1258,corrupt,22.5,7,4.14,11.5,0.0,0.0
1259,corruption,23.5,10,4.35,11.17,0.0,0.0
1260,corruptly,16.666666666666668,9,2.19,,0.0,0.0
1261,cosmetics,0.0,9,3.67,,0.0,0.0
1263,cost,0.0,4,5.24,5.67,589.0,348.0
1264,costly,6.666666666666667,6,3.93,9.21,0.0,0.0
1265,costs,15.0,5,4.96,,0.0,0.0
1267,council,5.0,7,5.08,10.63,508.0,435.0
1269,councilman,60.0,10,3.17,11.91,,
1270,councils,15.0,8,3.94,,0.0,0.0
1271,counsel,20.0,7,4.16,9.42,0.0,0.0
1272,counted,10.0,7,4.04,,0.0,0.0
1273,counter,20.0,7,4.56,7.11,0.0,0.0
1275,counteractions,100.0,14,0.0,,0.0,0.0
1277,countries,0.0,9,5.13,,0.0,0.0
1278,country,6.666666666666667,7,5.48,7.05,592.0,465.0
1280,county,13.333333333333334,6,5.19,8.9,0.0,0.0
1281,couple,10.0,6,5.19,5.75,0.0,0.0
1282,couples,0.0,7,4.34,,0.0,0.0
1283,course,10.0,6,5.44,,564.0,389.0
1284,court,2.0,5,5.41,8.39,549.0,509.0
1285,courts,0.0,6,4.46,,0.0,0.0
1286,covalent,46.666666666666664,8,2.65,14.23,,
1287,cover,10.0,5,5.08,5.42,597.0,502.0
1288,covered,20.0,7,4.83,,0.0,0.0
1289,covers,10.0,6,4.51,,0.0,0.0
1291,crackdown,45.714285714285715,9,3.35,11.33,,
1292,cracked,20.0,7,3.99,,0.0,0.0
1293,craft,23.75,5,4.3,5.83,487.0,464.0
1294,crafts,10.0,6,3.73,,0.0,0.0
1295,crane,10.0,5,3.92,,428.0,606.0
1296,crash,10.0,5,4.55,6.11,0.0,0.0
1297,crashed,23.75,7,4.04,,0.0,0.0
1298,crashes,12.0,7,3.87,,0.0,0.0
1299,craters,90.0,7,3.03,,0.0,0.0
1300,craven,55.0,6,3.19,,288.0,295.0
1301,created,10.0,7,5.05,,0.0,0.0
