Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa
3611,proper,0.0,4.72,6,7.63
3612,property,6.666666666666667,5.11,8,8.16
3613,proportion,50.0,4.11,10,11.79
3614,proposed,6.666666666666667,4.71,8,
3615,prospect,30.0,4.13,8,10.26
3616,prospects,80.0,4.07,9,
3617,prosperity,60.0,3.91,10,10.4
3618,prostate,30.0,3.67,8,15.0
3619,protect,10.0,4.92,7,6.79
3620,protected,0.0,4.51,9,
3621,protecting,0.0,4.3,10,
3622,protest,16.666666666666668,4.45,7,9.11
3623,protesting,0.0,3.76,10,
3624,protests,15.384615384615383,4.2,8,
3626,prototype,80.0,3.83,9,12.65
3627,provide,10.0,5.15,7,7.74
3628,provides,0.0,4.8,8,
3629,providing,0.0,4.72,9,
3630,provinces,15.0,4.03,9,
3631,provisioning,40.0,2.71,12,
3632,provisions,58.888888888888886,4.12,10,
3633,provocative,80.0,3.44,11,12.21
3634,proxies,55.0,3.08,7,
3635,proxy,60.0,3.73,5,14.88
3636,psychological,20.0,4.27,13,11.65
3637,psychologists,60.0,3.56,13,
3638,psychopath,90.0,3.32,10,13.22
3639,pub,15.0,4.23,3,12.05
3640,publicly,10.0,4.28,8,
3641,published,5.0,5.07,9,
3642,publisher,0.0,4.13,9,11.15
3643,publishes,0.0,3.55,9,
3644,publishing,10.0,4.37,10,10.0
3645,pummeled,100.0,2.44,8,
3646,pun,40.0,3.55,3,11.21
3647,punched,25.0,3.83,7,
3648,punching,65.0,3.67,8,
3649,pupates,100.0,1.17,7,
3650,puppets,60.0,3.4,7,
3651,purchase,14.0,4.71,8,8.11
3652,purchasing,13.333333333333334,4.06,10,
3653,purple,10.0,4.32,6,3.6
3654,purpose,20.0,4.88,7,8.37
3655,purposes,10.0,4.51,8,
3656,pursue,80.0,4.26,6,10.0
3657,pursuing,40.0,3.96,8,
3658,pursuit,40.0,4.12,7,10.44
3659,pygostyle,100.0,0.0,9,
3660,quacks,30.0,2.6,6,
3661,quagmire,70.0,2.75,8,
3662,qualify,50.0,4.19,7,10.05
3663,quandary,100.0,2.6,8,12.79
3664,quarter,20.0,4.72,7,5.79
3666,quell,80.0,3.0,5,13.58
3667,quelled,100.0,2.46,7,
3668,questioned,6.666666666666667,4.02,10,
3669,questioning,20.0,4.04,11,
3670,questions,0.0,5.15,9,
3671,quota,10.0,3.53,5,12.64
3672,quotas,20.0,3.33,6,
3673,quoted,40.0,4.21,6,
3674,quoting,20.0,3.72,7,
3675,race,10.0,5.08,4,6.0
3677,races,10.0,4.38,5,
3678,rachis,90.0,2.01,6,
3679,racing,10.0,4.5,6,
3680,radars,25.0,2.87,6,
3681,raged,80.0,3.06,5,
3682,raid,13.333333333333334,4.19,4,9.53
3683,raided,32.857142857142854,3.47,6,
3684,raiding,60.0,3.27,7,
3685,raids,6.666666666666667,3.89,5,
3687,raise,13.333333333333334,4.75,5,6.72
3688,raised,16.666666666666668,4.84,6,
3689,raises,10.0,4.05,6,
3690,rallied,68.33333333333333,3.27,7,
3691,rallies,30.0,3.64,7,
3692,rally,26.0,4.34,5,10.75
3693,rampage,60.0,3.4,7,10.14
3694,ran,10.0,4.87,3,
3695,random,20.0,4.58,6,9.33
3696,randomly,90.0,3.97,8,
3697,range,23.333333333333332,5.12,5,7.11
3698,ranged,35.0,3.74,6,
3699,ranked,30.0,4.35,6,
3700,rape,2.5,4.48,4,10.74
3701,raped,0.0,4.08,5,
3702,rapist,40.0,3.62,6,12.05
3703,rare,0.0,4.77,4,7.45
3704,rarely,15.0,4.42,6,
3705,rate,0.0,5.14,4,8.84
3706,raw,10.0,4.53,3,7.17
3709,reach,20.0,4.94,5,4.89
3710,reacting,0.0,3.62,8,
3711,reaction,10.0,4.73,8,8.3
3712,reactions,0.0,4.24,9,
3713,readied,40.0,2.59,7,
3714,reaffirmed,86.66666666666667,3.12,10,
3715,reagents,30.0,2.86,8,
3717,reason,10.0,5.32,6,7.84
3718,reasonable,10.0,4.59,10,8.32
3719,reassured,100.0,3.11,9,
3720,rebel,28.333333333333332,4.08,5,9.95
3722,rebellious,90.0,3.36,10,10.26
3723,rebound,70.0,3.53,7,9.39
3724,rebuild,22.5,3.9,7,8.95
3725,rebuilt,30.0,3.62,7,
3726,recall,10.0,4.4,6,11.45
3727,recalling,20.0,3.38,9,
3728,recapitalize,90.0,1.66,12,13.56
3729,received,7.5,5.16,8,
3730,receiving,10.0,4.59,9,
3731,recent,7.5,5.04,6,8.13
3732,recently,10.0,5.02,8,
3734,recession,74.16666666666667,3.85,9,13.74
3735,recipients,50.0,3.82,10,
3736,reciprocity,80.0,3.04,11,14.83
3737,recognition,25.0,4.47,11,9.5
3738,recognizable,60.0,3.45,12,8.58
3739,recognize,30.0,4.52,9,8.89
3740,recognized,36.666666666666664,4.52,10,
3741,recognizes,42.5,3.74,10,
3742,recommended,40.0,4.5,11,
3743,recorded,20.0,4.66,8,
3744,recordings,10.0,3.9,10,
3745,recovered,6.666666666666667,4.25,9,
3746,recovering,50.0,3.84,10,
3747,recovery,15.0,4.58,8,8.05
3749,recycling,40.0,3.76,9,10.53
3750,rededicated,90.0,1.84,11,
3751,reduce,10.0,4.73,6,8.44
3752,reduced,30.0,4.64,7,
3753,reefs,35.0,3.36,5,
3754,reelected,50.0,2.95,9,
3755,reexamined,40.0,2.03,10,
3756,reference,10.0,4.74,9,8.67
3757,references,30.0,4.42,10,
3758,referencing,20.0,3.36,11,
3759,referred,16.0,4.61,8,
3760,referring,20.0,4.35,9,
3761,refers,20.0,4.25,6,
3762,refinance,70.0,2.92,9,15.95
3763,refining,10.0,3.41,8,
3764,reflect,20.0,4.39,7,9.89
3765,reform,20.714285714285715,4.53,6,12.74
3766,reformed,50.0,3.61,8,
3767,reforms,19.166666666666668,4.06,7,
3768,refrigerator,20.0,3.61,12,4.11
3769,refuge,40.0,3.91,6,11.05
3770,refugee,50.0,3.98,7,10.56
3771,refugees,36.0,4.26,8,
3772,refuse,10.0,4.39,6,9.33
3773,refused,10.0,4.54,7,
3774,refusing,10.0,3.99,8,
3775,refuted,60.0,3.07,7,
3776,regain,40.0,3.73,6,10.63
3777,regained,30.0,3.49,8,
3778,regarded,20.0,4.29,8,
3779,regarding,20.0,4.67,9,
3780,regardless,70.0,4.48,10,
3781,regimes,0.0,3.53,7,
3782,region,0.0,5.0,6,9.14
3783,register,10.0,4.59,8,8.63
3784,registered,16.666666666666668,4.52,10,
3785,registering,10.0,3.46,11,
3786,regularly,0.0,4.52,9,
3787,regulation,10.0,4.38,10,11.06
3788,regulatory,10.0,4.23,10,12.05
3789,rehabilitation,60.0,3.99,14,13.53
3790,reign,50.0,4.07,5,9.42
3791,reinforcements,100.0,3.48,14,
3792,reinstatement,100.0,2.99,13,12.42
3793,reinterpretations,100.0,1.8,17,
3794,reiterated,100.0,3.28,10,
3795,rejected,10.0,4.37,8,
3796,relates,10.0,3.82,7,
3797,relations,1.4285714285714286,4.67,9,
3798,relationship,0.0,5.15,12,9.11
3799,relatively,13.333333333333334,4.66,10,
3800,relatives,10.0,4.2,9,
3801,release,20.0,5.09,7,8.53
3802,released,17.333333333333332,5.05,8,
3803,relentless,100.0,3.51,10,9.89
3804,reliable,53.333333333333336,4.29,8,9.32
3805,relies,10.0,3.81,6,
3806,religious,0.0,4.85,9,7.84
3807,relinquish,100.0,3.12,10,12.44
3808,remainder,40.0,4.03,9,8.0
3809,remained,10.0,4.62,8,
3810,remaining,5.0,4.63,9,7.28
3811,remains,7.5,4.8,7,
3812,remanded,80.0,3.21,8,
3813,remiges,50.0,1.22,7,
3814,reminder,20.0,4.12,8,7.5
3815,remnants,100.0,3.51,8,
3816,removal,10.0,4.35,7,6.63
3817,removed,10.0,4.79,7,
3818,renderings,100.0,2.67,10,
3819,rendition,100.0,3.45,9,11.95
3820,renew,10.0,3.73,5,10.06
3821,renewed,15.0,4.04,7,
3822,rentals,10.0,3.42,7,
3823,repeal,40.0,3.87,6,12.0
3824,repealing,63.333333333333336,3.08,9,
3825,repeatedly,10.0,4.21,10,
3826,replace,0.0,4.58,7,7.2
3827,replaced,10.0,4.55,8,
3828,replacement,36.666666666666664,4.44,11,9.74
3829,replacing,20.0,4.15,9,
3830,report,0.0,5.32,6,6.6
3831,reported,10.0,5.0,8,
3832,reporter,0.0,4.35,8,8.11
3833,reporters,5.0,4.01,9,
3834,repossessed,100.0,2.55,11,
3835,represent,10.0,4.58,9,10.33
3836,representation,0.0,4.34,14,9.17
3837,represented,10.0,4.53,11,
3838,repression,100.0,3.51,10,12.5
3839,reproductions,30.0,2.93,13,
3840,reputation,37.5,4.47,10,8.84
3841,request,20.0,4.76,7,8.74
3842,requested,20.0,4.33,9,
3843,requesting,10.0,3.8,10,
3844,require,0.0,4.78,7,8.67
3845,required,15.0,5.02,8,
3846,requires,10.0,4.67,8,
3847,rescue,50.0,4.48,6,7.17
3848,rescued,60.0,3.94,7,
3849,rescues,20.0,3.25,7,
3850,research,12.857142857142858,5.39,8,8.33
3851,researched,0.0,3.56,10,
3852,researchers,10.0,4.39,11,
3853,researching,0.0,3.63,11,
3854,resemble,90.0,3.73,8,10.05
3855,resembled,70.0,3.33,9,
3856,reserved,15.0,4.18,8,
3857,reserving,0.0,2.93,9,
3858,residence,24.0,4.36,9,9.11
3859,residences,40.0,3.44,10,
3860,resident,26.666666666666668,4.38,8,8.47
3861,residential,5.0,4.33,11,9.72
3862,residing,20.0,3.58,8,
3863,resignations,20.0,2.82,12,
3864,resilience,100.0,3.58,10,12.53
3865,resilient,40.0,3.5,9,12.88
3866,resins,20.0,2.94,6,
3867,resistance,25.0,4.55,10,10.0
3868,resistances,50.0,2.69,11,
3869,resolved,33.333333333333336,4.1,8,
3870,resonate,100.0,3.19,8,14.47
3871,resort,3.3333333333333335,4.37,6,9.28
3872,resorts,0.0,3.75,7,
3873,resource,10.0,4.39,8,10.0
3874,resources,20.0,4.91,9,
3875,respect,10.0,5.03,7,8.5
3876,respectively,32.5,4.45,12,
3877,respond,10.0,4.53,7,8.84
3878,responded,34.0,4.26,9,
3879,response,8.88888888888889,5.03,8,7.22
3880,responsibility,10.0,4.75,14,6.89
3881,responsible,6.666666666666667,4.88,11,10.15
3882,restive,65.0,2.37,7,
3883,restore,30.0,4.18,7,10.78
3884,restoring,20.0,3.72,9,
3885,restricted,20.0,4.19,10,8.11
3886,restricting,40.0,3.52,11,
3887,restrictions,30.0,4.31,12,
3888,restricts,30.0,3.12,9,
3889,restructuring,50.0,3.62,13,12.53
3890,resulted,10.0,4.37,8,
3891,resume,20.0,4.12,6,13.47
3892,resumed,30.0,3.76,7,
3893,resumption,90.0,3.09,10,13.06
3894,resurgent,100.0,2.61,9,
3895,retaining,90.0,3.78,9,
3896,retake,16.666666666666668,3.28,6,8.79
3897,retaliated,80.0,2.8,10,
3898,reticular,60.0,2.13,9,11.3
3899,retirement,20.0,4.53,10,9.11
3900,retiring,25.0,3.8,8,
3901,retracting,80.0,2.49,10,
3902,retreat,70.0,4.13,7,10.53
3903,retreating,100.0,3.27,10,
3904,retreats,20.0,3.16,8,
3905,return,10.0,5.19,6,5.61
3906,returned,10.0,4.82,8,
3907,returning,0.0,4.49,9,
3908,reuniting,70.0,2.95,9,
3909,revamped,100.0,3.18,8,
3910,revealed,40.0,4.65,8,
3911,reveals,40.0,4.34,7,
3912,revered,80.0,3.34,7,
3913,reversed,20.0,3.88,8,
3914,revert,60.0,3.35,6,13.11
3915,review,30.0,5.12,6,8.84
3916,revision,50.0,3.82,8,10.33
3917,revolt,50.0,3.73,6,10.67
3918,rheumatism,70.0,2.62,10,13.57
3920,ribs,20.0,3.8,4,
3921,ride,10.0,4.85,4,4.67
3922,rifles,20.0,3.84,6,
3923,rigging,100.0,3.42,7,
3924,ringleaders,100.0,2.32,11,
3925,riots,10.0,3.87,5,
3926,riposte,80.0,2.44,7,15.6
3927,rise,10.0,4.81,4,6.72
3928,risen,10.0,3.86,5,
3929,rises,10.0,4.07,5,
3930,risks,10.0,4.35,5,
3931,risky,20.0,3.94,5,8.16
3932,rivalries,70.0,3.17,9,
3933,rivals,20.0,3.95,6,
3934,roadblocks,20.0,2.93,10,
3935,roadside,10.0,3.45,8,8.26
3936,roam,10.0,3.46,4,8.58
3937,roamed,40.0,2.91,6,
3938,robust,60.0,3.94,6,13.16
3939,rocked,50.0,3.53,6,
3940,rocket,10.0,4.31,6,5.63
3942,role,20.0,5.16,4,6.65
3943,roles,20.0,4.44,5,
3944,roll,10.0,4.75,4,4.47
3945,rolled,30.0,4.21,6,
3946,rolls,15.0,4.23,5,
3948,roof,20.0,4.55,4,5.0
3949,rose,10.0,4.82,4,6.11
3950,rot,20.0,3.7,3,7.57
3951,rotate,15.0,3.58,6,7.89
3952,rotation,0.0,4.08,8,8.11
3953,roughly,27.5,4.36,7,
3954,round,10.0,5.14,5,4.75
3955,roundabouts,100.0,2.6,11,
3956,rounds,10.0,4.3,6,
3957,route,5.0,4.67,5,11.4
3958,routine,25.0,4.37,7,9.26
3959,row,10.0,4.6,3,7.0
3960,ruled,15.0,4.3,5,
3961,ruler,10.0,3.84,5,5.94
3962,rulers,15.0,3.7,6,
3964,ruling,10.0,4.29,6,9.89
3966,running,10.0,5.23,7,
3967,runway,30.0,3.92,6,8.35
3968,rushed,40.0,3.98,6,
3969,sacrifice,70.0,4.29,9,9.61
3970,sacrificed,50.0,3.67,10,
3971,sacrifices,50.0,3.72,10,
3972,saddled,70.0,2.94,7,
3973,sadness,20.0,3.88,7,5.0
3974,safeguard,70.0,3.55,9,11.0
3975,sagging,80.0,2.93,7,
3976,salient,70.0,3.12,7,15.62
3977,saloon,7.5,3.43,6,9.0
3978,saluted,0.0,2.72,7,
3979,salvage,85.0,3.65,7,10.11
3980,sampling,60.0,3.75,8,
3981,sanctioned,40.0,3.62,10,
3982,sanctions,31.428571428571427,3.95,9,
3983,sanctuary,35.0,3.93,9,9.72
3984,sang,10.0,4.1,4,
3985,sat,10.0,4.64,3,
3986,satanic,30.0,3.3,7,9.11
3987,satellite,10.0,4.33,9,11.68
3988,satirical,90.0,3.36,9,12.39
3989,satisfied,10.0,4.28,9,9.68
3990,saturated,60.0,3.66,9,10.63
3991,scandal,60.0,4.17,7,10.83
3994,scary,70.0,4.37,5,4.26
3995,scene,12.0,4.97,5,8.17
3996,scent,0.0,3.82,5,5.94
3998,schedule,40.0,4.67,8,7.47
3999,scheduled,50.0,4.45,9,
4000,scheme,5.0,4.57,6,9.65
4001,schemes,25.0,4.03,7,
4002,schooling,15.0,3.73,9,6.37
4003,science,0.0,5.12,7,7.32
4004,scientists,0.0,4.5,10,
4005,score,10.0,4.83,5,5.83
4006,scored,10.0,4.63,6,
4007,scoring,0.0,4.36,7,
4008,scrapped,100.0,3.51,8,
4009,screamed,50.0,3.72,8,
4010,screaming,50.0,4.35,9,
4011,scripted,60.0,3.4,8,
4012,scrotum,50.0,2.85,7,14.44
4013,scrutiny,70.0,3.74,8,13.0
4014,scuffle,100.0,2.79,7,9.53
4015,sculptors,70.0,2.84,9,
4016,sculpture,20.0,3.92,9,7.47
4017,seaplanes,70.0,2.05,9,
4018,searching,5.0,4.36,9,
4019,season,6.666666666666667,5.48,6,6.05
4020,seasons,0.0,4.52,7,
4021,seat,20.0,4.82,4,4.58
4024,secrecy,25.0,3.57,7,8.89
4025,secret,10.0,4.92,6,5.39
4026,sect,10.0,3.54,4,13.39
4027,section,10.0,5.0,7,6.78
4028,sector,0.0,4.66,6,13.0
4029,sectors,0.0,4.07,7,
4030,sects,35.0,3.14,5,
4031,secure,10.0,4.64,6,8.42
4032,secured,10.0,4.23,7,
4033,security,3.636363636363636,5.2,8,8.06
4034,seeing,10.0,5.04,6,
4035,seek,10.0,4.61,4,6.94
4036,seeking,18.571428571428573,4.58,7,
4037,seeping,40.0,2.74,7,
4038,seized,62.5,4.03,6,
4039,selection,0.0,4.62,9,7.21
4040,selenium,10.0,2.92,8,14.67
4048,senior,20.0,4.92,6,8.26
4049,sensitive,0.0,4.46,9,8.19
4050,sentenced,30.0,4.09,9,
4051,sentiment,35.0,4.03,9,11.89
4052,sentiments,50.0,3.55,10,
4053,separate,5.714285714285714,4.83,8,6.63
4054,separated,20.0,4.3,9,
4055,sequence,25.0,4.35,8,10.28
4056,sequences,30.0,3.85,9,
4057,sergeant,0.0,4.11,8,9.0
4058,serial,0.0,4.23,6,10.42
4059,series,13.333333333333334,5.35,6,9.05
4060,serious,0.0,5.1,7,6.58
4061,seriously,10.0,4.94,9,
4062,seriousness,30.0,3.56,11,8.1
4063,served,15.0,4.81,6,
4064,servers,0.0,4.05,7,
4065,services,5.0,5.31,8,
4066,set,10.0,5.59,3,6.0
4067,setback,30.0,3.37,7,10.4
4068,setting,10.0,4.77,7,
4069,settled,30.0,4.44,7,
4070,setups,40.0,2.92,6,
4072,severe,0.0,4.56,6,9.05
4073,severely,10.0,4.1,8,
4074,sewed,40.0,2.89,5,
4076,shaken,30.0,3.6,6,
4077,shaking,10.0,4.08,7,
4078,shape,10.0,4.72,5,4.47
4079,shared,10.0,4.68,6,
4080,shares,17.5,4.6,6,
4081,sharp,13.333333333333334,4.48,5,6.11
4082,sharper,10.0,3.25,7,
4083,sharply,10.0,3.89,7,
4084,shattered,50.0,3.75,9,
4085,sheet,10.0,4.4,5,5.33
4086,sheets,10.0,4.16,6,
4087,shell,45.0,4.39,5,5.22
4088,shelled,100.0,3.08,7,
4089,shells,40.0,3.93,6,
4090,shelter,13.333333333333334,4.25,7,9.21
4091,shield,80.0,4.3,6,6.5
4092,shifting,30.0,3.98,8,
4093,shifts,30.0,4.01,6,
4094,shock,2.0,4.46,5,7.53
4095,shocked,5.0,4.27,7,
4096,shooting,8.181818181818182,4.78,8,
4097,shore,20.0,4.33,5,
4099,shortlisting,100.0,1.64,12,
4100,shortly,10.0,4.47,7,
4101,shot,6.666666666666667,5.22,4,5.84
4102,shots,10.0,4.63,5,
4103,shoulder,5.0,4.5,8,4.5
4104,shouts,0.0,3.54,6,
4105,showy,20.0,2.79,5,10.26
4106,shrapnel,80.0,3.15,8,12.06
4107,shrink,53.333333333333336,3.73,6,7.06
4108,shuttle,27.5,3.9,7,8.37
4109,siblings,100.0,4.05,8,
4110,sight,20.0,4.54,5,5.44
4111,sighted,30.0,3.54,7,
4112,sightings,50.0,3.28,9,
4113,sign,10.0,5.08,4,4.32
4114,signal,5.0,4.62,6,6.67
4115,signed,10.0,4.85,6,
4116,significance,35.0,4.18,12,10.11
4117,significant,25.0,4.98,11,9.89
4118,significantly,40.0,4.54,13,
4119,signing,10.0,4.4,7,
4120,signings,40.0,3.33,8,
4121,silicon,0.0,4.0,7,12.67
4122,silver,10.0,4.81,6,6.21
4123,similarity,30.0,3.58,10,8.89
4124,simplest,10.0,3.65,8,
4125,simultaneously,80.0,4.17,14,
4126,sincere,0.0,3.84,7,8.79
4127,singly,50.0,2.73,6,
4128,sink,30.0,4.21,4,4.47
4129,site,10.0,5.22,4,8.63
4130,situation,10.0,5.09,9,9.26
4131,skeleton,40.0,3.8,8,6.68
4132,skeptical,90.0,3.68,9,10.74
4133,skidded,55.0,2.51,7,
4134,skull,10.0,4.09,5,6.33
4135,skyscraper,70.0,3.2,10,8.26
4136,slamming,80.0,3.35,8,
4137,slash,60.0,3.65,5,7.47
4138,slaughter,60.0,3.84,9,9.56
4139,sledge,40.0,3.07,6,10.06
4140,sliding,10.0,3.87,7,
4141,slight,10.0,4.22,6,10.33
4142,slightest,70.0,3.77,9,
4143,slipped,10.0,3.99,7,
4144,sluggish,100.0,3.25,8,9.05
4145,slumped,70.0,3.03,7,
4146,smartphone,0.0,4.06,10,
4147,smartphones,0.0,3.69,11,
4148,smashed,20.0,3.84,7,
4149,smell,10.0,4.49,5,4.22
4150,smoothly,20.0,3.68,8,
4151,smuggling,95.0,3.54,9,
4152,snapped,90.0,3.81,7,
4153,sniper,100.0,3.73,6,11.05
4154,snipers,83.33333333333333,3.25,7,
4158,soil,20.0,4.42,4,6.48
4159,sole,20.0,4.29,4,7.06
4160,solely,80.0,4.2,6,
4161,solitary,20.0,3.73,8,9.16
4162,solution,6.666666666666667,4.84,8,9.0
4163,solutions,0.0,4.5,9,
4164,solvency,75.0,2.71,8,13.71
4165,solvent,90.0,3.44,7,12.65
4166,somber,60.0,3.05,6,11.8
4167,somehow,10.0,4.53,7,
4168,sometimes,0.0,5.28,9,
4169,sonatas,70.0,2.58,7,
4170,sooner,20.0,4.25,6,
4171,soprano,20.0,3.31,7,11.44
4172,sorted,40.0,3.83,6,
4173,sought,33.75,4.49,6,
4174,sounding,10.0,3.9,8,
4175,source,7.5,5.15,6,9.21
4176,sources,40.0,4.84,7,
4177,sovereignty,90.0,3.86,11,14.13
4179,spacecraft,60.0,3.75,10,6.85
4180,spamming,80.0,3.23,8,
4181,sparking,50.0,3.08,8,
4182,spear,60.0,3.7,5,7.22
4183,special,0.0,5.34,7,5.0
4184,specially,0.0,4.01,9,
4185,specific,8.0,5.03,8,9.28
4186,specifically,15.0,4.65,12,
4187,specifies,0.0,3.24,9,
4188,specimen,40.0,3.72,8,11.72
4189,spectral,50.0,3.46,8,13.43
4190,spectrophotometer,80.0,2.05,17,
4191,spectrum,65.0,4.26,8,12.2
4192,speech,10.0,4.85,6,6.22
4193,spelled,30.0,3.79,7,
4194,spelling,10.0,4.0,8,5.86
4195,sphagnum,10.0,2.26,8,
4196,spiking,20.0,2.78,7,
4197,spilled,55.0,3.63,7,
4199,spiritual,30.0,4.4,9,8.7
4200,spoken,10.0,4.45,6,
4201,spokesman,35.26315789473684,3.79,9,9.05
4202,spokesperson,50.0,3.64,12,10.5
4203,spokeswoman,50.0,3.12,11,12.25
4204,sponsorship,50.0,3.72,11,13.37
4205,spores,46.666666666666664,3.26,6,
4206,sported,30.0,2.73,7,
4207,spot,10.0,4.89,4,5.39
4208,spotted,44.0,4.19,7,
4209,sprawling,100.0,3.19,9,11.5
4210,spread,10.0,4.81,6,5.72
4211,spreading,50.0,4.19,9,
4212,spring,10.0,4.92,6,5.5
4213,sprue,40.0,2.05,5,
4214,squad,40.0,4.67,5,9.55
4215,stabbing,100.0,3.58,8,
4216,stability,45.0,4.31,9,10.89
4217,stable,10.0,4.48,6,8.9
4218,staff,15.0,5.08,5,10.0
4219,staffed,100.0,3.35,7,
4220,stage,30.0,5.1,5,6.32
4221,staged,40.0,3.83,6,
4222,stake,65.0,4.15,5,8.47
4223,staking,80.0,2.9,7,
4224,stalk,20.0,3.46,5,8.22
4225,stalking,50.0,3.64,8,
4226,stalks,70.0,3.16,6,
4227,stalled,70.0,3.37,7,
4228,stance,70.0,4.05,6,10.0
4229,stand,15.0,5.14,5,4.39
4231,standardized,80.0,3.64,12,10.42
4232,standoff,88.33333333333333,3.13,8,9.58
4233,stark,50.0,4.01,5,
4234,starred,25.0,3.71,7,
4235,starring,10.0,4.08,8,
4236,start,10.0,5.56,5,4.37
4237,starvation,100.0,3.52,10,8.53
4238,starved,80.0,3.47,7,
4241,stated,13.333333333333334,4.74,6,
4242,statement,8.181818181818182,4.97,9,8.89
4243,statements,30.0,4.51,10,
4244,stating,0.0,4.15,7,
4245,stationed,30.0,3.71,9,
4246,stationery,100.0,3.29,10,8.42
4247,statuette,100.0,2.61,9,13.62
4248,status,10.0,4.87,6,11.63
4249,stayed,20.0,4.53,6,
4250,steady,23.333333333333332,4.31,6,6.7
4251,stealing,40.0,4.23,8,
4252,steep,30.0,3.99,5,8.0
4253,steeply,70.0,2.93,7,
4254,steered,90.0,3.13,7,
4255,stellar,45.0,3.76,7,11.53
4256,stemming,100.0,3.26,8,
4258,stencils,100.0,2.49,8,
4259,stepped,30.0,4.2,7,
4260,stigmatize,100.0,2.22,10,
4262,stimulated,50.0,3.37,10,
4263,stimulating,50.0,3.54,11,12.05
4264,stint,90.0,3.61,5,13.06
4265,stints,80.0,2.95,6,
4266,stock,5.0,4.93,5,9.22
4267,stocks,10.0,4.28,6,
4268,stood,13.333333333333334,4.57,5,
4269,storage,20.0,4.57,7,7.56
4270,stormed,70.0,3.3,7,
4271,stowaways,60.0,2.17,9,
4272,strain,45.0,4.15,6,8.63
4273,strained,75.0,3.53,8,
4274,strains,40.0,3.72,7,
4275,strand,23.333333333333332,3.68,6,8.39
4276,strategic,44.166666666666664,4.43,9,11.05
4277,straw,50.0,3.99,5,4.22
4278,strength,10.0,4.8,8,6.21
4279,strengthen,10.0,4.04,10,9.7
4280,strengthening,40.0,3.82,13,
4281,stressed,55.0,4.18,8,
4282,stretch,20.0,4.35,7,5.47
4283,strikes,5.0,4.25,7,
4284,striking,10.0,4.2,8,
4285,stripes,15.0,3.76,7,
4286,stripped,80.0,3.84,8,
4287,stripping,70.0,3.52,9,
4288,stroke,20.0,4.27,6,9.24
4289,stronghold,80.0,3.42,10,9.78
4290,strongholds,100.0,2.95,11,
4291,struck,18.333333333333332,4.42,6,
4292,structurally,0.0,3.19,12,
4293,structure,15.0,4.84,9,9.45
4294,struggle,27.5,4.62,8,9.8
4295,struggling,55.0,4.33,10,
4296,stuff,23.333333333333332,5.14,5,5.0
4297,stuffing,40.0,3.47,8,
4298,stumps,40.0,3.12,6,
4299,stunned,100.0,3.68,7,
4300,stylistic,10.0,3.14,9,11.58
4302,subject,0.0,4.96,7,7.3
4303,subjected,20.0,3.86,9,
4304,subjects,10.0,4.38,8,
4305,submitted,20.0,4.32,9,
4306,subsequent,75.0,4.39,10,13.05
4307,substances,45.0,3.93,10,
4308,substantially,50.0,3.96,13,
4310,substitution,30.0,3.41,12,8.85
4311,suburb,30.0,3.81,6,9.52
4312,suburbs,40.0,3.96,7,
4313,subversive,60.0,3.21,10,13.81
4314,succeed,10.0,4.29,7,8.16
4315,succeeded,60.0,4.14,9,
4316,success,10.0,5.06,7,9.25
4317,successes,10.0,3.75,9,
4318,successful,0.0,4.94,10,8.56
4319,successor,40.0,3.99,9,12.24
4320,suction,40.0,3.36,7,9.42
4321,sudden,10.0,4.4,6,
4322,suffered,20.0,4.52,8,
4323,suffering,20.0,4.53,9,
4324,suffocated,80.0,2.87,10,
4325,suggested,17.0,4.68,9,
4326,suggestion,40.0,4.23,10,9.89
4327,suicide,16.0,4.62,7,10.16
4328,suitable,10.0,4.38,8,9.78
4329,sultans,10.0,2.47,7,
4330,summit,45.0,4.3,6,10.11
4331,summoned,100.0,3.76,8,
4332,summonsed,100.0,1.44,9,
4333,sung,10.0,3.91,4,
4334,supply,10.0,4.81,6,8.73
4335,supported,10.0,4.68,9,
4336,supporters,5.0,4.46,10,
4337,supportive,30.0,4.05,10,9.56
4338,supposed,10.0,4.91,8,8.67
4339,surface,13.333333333333334,4.83,7,8.86
4340,surge,40.0,3.82,5,9.82
4341,surged,90.0,3.0,6,
4342,surgery,15.0,4.63,7,7.68
4343,surpassed,70.0,3.62,9,
4344,surprise,10.0,4.75,8,5.47
4345,surround,10.0,3.79,8,8.05
4346,surrounded,20.0,4.36,10,
4347,surroundings,40.0,3.79,12,7.28
4348,survival,30.0,4.37,8,8.47
4349,suspect,16.666666666666668,4.51,7,8.58
4350,suspected,20.0,4.15,9,
4351,suspects,15.0,3.94,8,
4352,suspicion,56.0,3.97,9,10.21
4353,suspicious,50.0,4.09,10,7.56
4354,suspiciously,55.0,3.08,12,
4355,sustained,65.0,4.19,9,
4356,swarmed,100.0,2.83,7,
4357,sweeping,75.0,3.79,8,
4358,swipe,100.0,3.58,5,9.63
4359,switch,20.0,4.6,6,4.78
4360,switched,35.0,4.14,8,
4361,swollen,50.0,3.57,7,
4362,symbolic,40.0,3.86,8,10.37
4363,symbolism,46.666666666666664,3.46,9,10.74
4364,sympathies,60.0,3.23,10,
4365,sympathy,50.0,4.01,8,8.79
4366,symphonic,60.0,2.84,9,13.47
