Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa,aoa_test_based,syllable_count
1422,boycott,60.0,3.81,7,12.79,8.0,2
1436,brigade,20.0,3.9,7,11.58,8.0,2
1488,canopy,100.0,3.52,6,9.82,8.0,3
5397,trees,10.0,4.69,5,,8.0,1
1580,clarity,20.0,3.9,7,10.55,8.0,3
5398,barren,20.0,3.4,6,11.12,8.0,2
1397,bloodshed,56.666666666666664,3.29,9,11.44,8.0,2
1604,cluster,100.0,3.99,7,10.0,8.0,2
1519,celebrated,20.0,4.24,10,,8.0,4
1540,characteristic,20.0,3.97,14,10.47,8.0,5
1541,charade,80.0,2.9,7,9.56,8.0,2
1785,controversial,70.0,4.23,13,12.16,8.0,4
2071,disruption,65.0,3.71,10,9.44,8.0,3
2077,distinct,50.0,4.29,8,10.5,8.0,2
2078,distinction,70.0,4.1,11,10.35,8.0,3
2080,distinguish,30.0,3.87,11,11.28,8.0,3
1203,architectural,40.0,3.96,13,12.25,8.0,5
4954,trump,10.0,4.93,5,11.23,8.0,1
2097,domestic,12.0,4.69,8,10.55,8.0,3
1199,arc,10.0,4.21,3,,8.0,1
2087,diverse,45.0,4.24,7,12.0,8.0,2
1255,asylum,50.0,3.99,6,13.1,8.0,3
2008,diabetes,10.0,4.17,8,10.74,8.0,4
2024,diplomat,20.0,3.69,8,11.05,8.0,3
1252,assurance,70.0,3.81,9,12.33,8.0,3
1251,assumption,60.0,4.07,10,10.2,8.0,3
2025,diplomatic,22.0,4.11,10,12.21,8.0,4
1177,apparently,33.333333333333336,4.8,10,,8.0,3
2148,economist,20.0,3.87,9,12.32,8.0,4
1136,analysis,20.0,4.91,8,11.32,8.0,4
2159,efficient,20.0,4.42,9,11.53,8.0,3
2166,electoral,3.3333333333333335,4.12,9,12.0,8.0,4
4818,amber,10.0,3.97,5,9.28,8.0,2
1116,alter,0.0,4.05,5,9.47,8.0,2
1118,altimeter,50.0,2.48,9,14.13,8.0,4
1137,analyst,26.0,4.03,7,11.75,8.0,3
1170,anxiety,60.0,4.45,7,8.17,8.0,4
1146,annexation,100.0,3.42,10,13.85,8.0,4
1259,atop,50.0,3.63,4,,8.0,2
1326,barbed,80.0,3.27,6,10.0,8.0,2
1848,critical,28.333333333333332,4.83,8,8.39,8.0,3
1829,cracked,20.0,3.99,7,,8.0,2
1873,data,0.0,5.34,4,,8.0,2
1802,coral,10.0,3.86,5,9.06,8.0,2
1331,barometer,20.0,3.18,9,11.89,8.0,4
1805,corporate,10.0,4.64,9,10.84,8.0,3
5569,unity,25.0,4.22,5,9.48,8.0,3
1948,dense,20.0,3.98,5,10.2,8.0,1
1953,department,3.3333333333333335,5.23,10,9.84,8.0,3
1962,descent,80.0,3.93,7,9.84,8.0,2
1971,designate,40.0,3.37,9,11.6,8.0,3
1989,detention,50.0,3.96,9,10.16,8.0,3
1993,determine,20.0,4.63,9,8.89,8.0,3
1934,dehydration,90.0,3.31,11,9.37,8.0,4
1322,ban,20.0,4.55,3,10.11,8.0,1
1897,deceased,80.0,3.96,8,10.83,8.0,3
1905,decline,40.0,4.4,7,9.74,8.0,2
5117,militia,10.0,3.88,7,12.0,8.0,3
1926,defiance,90.0,3.48,8,12.35,8.0,2
1310,backdrop,75.0,3.58,8,9.78,8.0,2
1929,definitely,25.0,4.96,10,,8.0,4
2727,incoming,10.0,3.93,8,9.0,8.0,3
3867,resistance,25.0,4.55,10,10.0,8.0,3
3861,residential,5.0,4.33,11,9.72,8.0,4
3349,pageantry,100.0,2.58,9,10.53,8.0,3
2716,inaugural,60.0,3.67,9,11.85,8.0,4
2715,inadequate,80.0,3.82,10,11.95,8.0,4
3545,presently,0.0,3.72,9,,8.0,3
3546,preservation,50.0,4.01,12,10.95,8.0,4
2705,impose,43.333333333333336,3.92,6,12.26,8.0,2
3873,resource,10.0,4.39,8,10.0,8.0,2
2701,implement,100.0,4.2,9,12.11,8.0,3
651,passion,10.0,4.44,7,10.79,8.0,2
4161,solitary,20.0,3.73,8,9.16,8.0,4
3840,reputation,37.5,4.47,10,8.84,8.0,4
3836,representation,0.0,4.34,14,9.17,8.0,5
654,pavilion,10.0,3.62,8,10.58,8.0,3
3041,mechanism,20.0,4.27,9,10.61,8.0,3
660,petition,10.0,4.3,8,11.06,8.0,3
3434,physics,0.0,4.39,7,11.68,8.0,2
3549,preserves,60.0,3.36,9,,8.0,3
634,originally,10.0,4.69,10,,8.0,5
3462,plaza,0.0,3.91,5,9.83,8.0,2
3893,resumption,90.0,3.09,10,13.06,8.0,3
3535,premier,0.0,4.56,7,11.32,8.0,2
2755,inflation,70.0,4.14,9,11.82,8.0,3
4116,significance,35.0,4.18,12,10.11,8.0,4
4117,significant,25.0,4.98,11,9.89,8.0,4
3891,resume,20.0,4.12,6,13.47,8.0,2
3883,restore,30.0,4.18,7,10.78,8.0,2
2751,inevitable,90.0,4.08,10,11.6,8.0,5
4125,simultaneously,80.0,4.17,14,,8.0,5
2747,indisputable,55.0,2.85,12,12.47,8.0,5
628,opposition,3.6666666666666665,4.57,10,11.58,8.0,4
5827,solar,3.3333333333333335,4.53,5,9.05,8.0,2
3030,massive,5.0,4.72,7,9.11,8.0,2
4121,silicon,0.0,4.0,7,12.67,8.0,3
2696,impact,40.0,4.92,6,9.95,8.0,2
298,eventually,35.0,4.88,10,,8.0,5
695,prior,10.0,4.85,5,10.63,8.0,2
283,embassy,12.22222222222222,4.13,7,12.0,8.0,3
274,economy,5.0,4.87,7,12.56,8.0,4
2655,hostility,90.0,3.61,9,11.47,8.0,4
46,ambassador,12.941176470588236,4.35,10,11.0,8.0,4
2654,hostile,50.0,4.07,7,9.9,8.0,2
2661,hub,50.0,4.08,3,10.11,8.0,1
3769,refuge,40.0,3.91,6,11.05,8.0,2
272,economic,1.0,5.1,8,12.0,8.0,4
701,province,14.166666666666666,4.47,8,10.06,8.0,2
4216,stability,45.0,4.31,9,10.89,8.0,4
3786,regularly,0.0,4.52,9,,8.0,4
2665,humanity,5.0,4.32,8,9.28,8.0,4
4209,sprawling,100.0,3.19,9,11.5,8.0,2
3084,minority,0.0,4.41,8,9.83,8.0,4
4175,source,7.5,5.15,6,9.21,8.0,1
302,exclusive,30.0,4.56,9,10.16,8.0,3
4185,specific,8.0,5.03,8,9.28,8.0,3
4186,specifically,15.0,4.65,12,,8.0,5
4188,specimen,40.0,3.72,8,11.72,8.0,3
682,portal,15.0,4.0,6,11.0,8.0,2
2672,hurdle,72.5,3.41,6,8.75,8.0,2
3360,parasite,50.0,3.51,8,9.94,8.0,3
4208,spotted,44.0,4.19,7,,8.0,2
3551,presidency,7.5,4.16,10,8.44,8.0,4
3914,revert,60.0,3.35,6,13.11,8.0,2
3791,reinforcements,100.0,3.48,14,,8.0,4
2666,humankind,60.0,3.11,9,7.81,8.0,3
691,presidential,7.272727272727272,4.52,12,8.89,8.0,4
688,preliminary,27.5,4.16,11,12.28,8.0,5
3121,mortal,40.0,3.86,6,9.84,8.0,2
3300,optimism,100.0,3.66,8,12.17,8.0,3
2887,lagoon,26.666666666666668,3.43,6,9.42,8.0,2
3483,poll,10.0,4.35,4,11.58,8.0,1
2885,laden,30.0,3.74,5,,8.0,2
4049,sensitive,0.0,4.46,9,8.19,8.0,3
4051,sentiment,35.0,4.03,9,11.89,8.0,3
4055,sequence,25.0,4.35,8,10.28,8.0,2
3983,sanctuary,35.0,3.93,9,9.72,8.0,3
430,internal,0.0,4.66,8,10.39,8.0,3
431,international,3.8461538461538463,5.36,13,8.67,8.0,5
3299,optical,0.0,4.07,7,10.72,8.0,3
2931,liberal,20.0,4.66,7,11.17,8.0,3
2930,liable,40.0,3.89,6,11.11,8.0,3
2920,legendary,60.0,4.23,9,9.89,8.0,4
3282,ongoing,43.333333333333336,4.32,7,8.39,8.0,3
3277,officially,10.0,4.53,10,,8.0,3
4014,scuffle,100.0,2.79,7,9.53,8.0,2
3011,manslaughter,90.0,3.38,12,12.28,8.0,3
3321,output,10.0,4.43,6,10.72,8.0,2
560,mobility,10.0,4.05,8,10.94,8.0,4
3917,revolt,50.0,3.73,6,10.67,8.0,2
562,module,10.0,3.89,6,13.42,8.0,2
2806,intermediate,70.0,4.04,12,8.61,8.0,5
91,axis,20.0,4.02,4,12.1,8.0,2
2798,intensify,80.0,3.16,9,13.0,8.0,4
2797,intensified,70.0,3.46,11,,8.0,4
3526,precisely,30.0,4.2,9,,8.0,2
568,moreover,5.0,4.16,8,,8.0,3
173,census,10.0,4.19,6,11.14,8.0,2
3324,overall,10.0,4.9,7,8.28,8.0,3
3331,oversee,40.0,3.51,7,11.0,8.0,3
3463,plea,65.0,3.95,4,8.42,8.0,1
187,circuit,0.0,4.47,7,11.78,8.0,2
2833,involuntary,40.0,3.34,11,11.95,8.0,5
400,hydrogen,0.0,3.98,8,11.0,8.0,3
387,holdings,20.0,4.0,8,,8.0,2
382,heritage,90.0,4.36,8,9.79,8.0,3
4067,setback,30.0,3.37,7,10.4,8.0,2
4069,settled,30.0,4.44,7,,8.0,2
2995,magnesium,20.0,3.49,9,11.72,8.0,3
553,metropolitan,20.0,4.18,12,11.59,8.0,5
4105,showy,20.0,2.79,5,10.26,8.0,2
2843,isolate,50.0,3.6,7,10.6,8.0,3
3938,robust,60.0,3.94,6,13.16,8.0,2
3512,poverty,20.0,4.46,7,9.68,8.0,3
3508,potential,36.666666666666664,5.01,9,9.61,8.0,3
2685,illegitimate,90.0,3.43,12,9.95,8.0,5
3979,salvage,85.0,3.65,7,10.11,8.0,2
3615,prospect,30.0,4.13,8,10.26,8.0,2
205,conflict,25.0,4.64,8,9.58,8.0,2
3255,obligation,60.0,4.07,10,10.95,8.0,4
2551,guarded,20.0,3.63,7,,8.0,2
3617,prosperity,60.0,3.91,10,10.4,8.0,4
3376,participate,7.5,4.42,11,7.05,8.0,4
3571,primitive,40.0,3.8,9,9.28,8.0,3
3232,nor,10.0,4.78,3,,8.0,1
4390,technical,5.0,4.75,9,10.5,8.0,3
244,democratic,0.0,4.73,10,10.22,8.0,4
753,revenue,6.666666666666667,4.64,7,11.74,8.0,3
838,statistics,5.0,4.6,10,,8.0,3
2462,fortress,60.0,3.77,8,10.05,8.0,2
226,currently,20.0,5.08,9,,8.0,3
3191,necessarily,20.0,4.48,11,,8.0,5
3695,random,20.0,4.58,6,9.33,8.0,2
3613,proportion,50.0,4.11,10,11.79,8.0,3
199,commerce,0.0,4.37,8,13.44,8.0,2
3582,probe,50.0,3.99,5,9.9,8.0,1
3208,newly,10.0,4.42,5,,8.0,2
4330,summit,45.0,4.3,6,10.11,8.0,2
3217,nitrogen,0.0,3.76,8,10.72,8.0,3
2484,fundamental,50.0,4.33,11,9.9,8.0,4
834,squadron,20.0,3.69,8,13.53,8.0,2
3636,psychological,20.0,4.27,13,11.65,8.0,5
3642,publisher,0.0,4.13,9,11.15,8.0,3
4340,surge,40.0,3.82,5,9.82,8.0,1
3656,pursue,80.0,4.26,6,10.0,8.0,2
3646,pun,40.0,3.55,3,11.21,8.0,1
3250,nutrient,30.0,3.51,8,10.53,8.0,3
829,species,32.0,4.85,7,8.32,8.0,2
2542,greenery,80.0,2.84,8,9.63,8.0,3
790,segregation,70.0,3.6,11,11.28,8.0,4
3222,nominee,30.0,3.96,7,11.0,8.0,3
4363,symbolism,46.666666666666664,3.46,9,10.74,8.0,3
808,shrine,90.0,3.73,6,9.63,8.0,1
4362,symbolic,40.0,3.86,8,10.37,8.0,3
208,continental,10.0,4.02,11,11.06,8.0,4
3632,provisions,58.888888888888886,4.12,10,,8.0,3
4392,technician,10.0,3.7,10,8.82,8.0,3
4247,statuette,100.0,2.61,9,13.62,8.0,2
4248,status,10.0,4.87,6,11.63,8.0,2
3722,rebellious,90.0,3.36,10,10.26,8.0,3
2615,heroine,10.0,3.53,7,10.68,8.0,2
3567,prime,15.0,4.81,5,8.83,8.0,1
2612,hence,30.0,4.38,5,,8.0,1
3370,parliamentary,19.09090909090909,4.18,13,12.44,8.0,5
256,disciplinary,0.0,3.75,12,9.0,8.0,5
4244,stating,0.0,4.15,7,,8.0,2
2447,fore,50.0,3.52,4,12.17,8.0,1
3131,motive,70.0,3.94,6,11.06,8.0,2
717,quintet,10.0,2.85,7,10.38,8.0,2
3428,phase,20.0,4.64,5,9.4,8.0,1
4415,terms,5.0,5.1,5,,8.0,1
849,successive,50.0,3.85,10,11.89,8.0,3
257,dispatch,60.0,3.76,8,11.0,8.0,2
3737,recognition,25.0,4.47,11,9.5,8.0,4
4241,stated,13.333333333333334,4.74,6,,8.0,2
2454,formal,10.0,4.45,6,10.5,8.0,2
5739,organic,0.0,4.4,7,13.68,8.0,3
750,resolve,26.666666666666668,4.17,7,11.0,8.0,2
3236,notable,55.0,4.07,7,10.37,8.0,3
2593,haven,40.0,4.13,5,9.13,8.0,2
3610,propaganda,42.5,4.17,10,12.1,8.0,4
3374,participant,0.0,3.78,11,8.42,8.0,4
2459,former,6.666666666666667,5.28,6,,8.0,2
3003,makeshift,80.0,3.18,9,13.0,10.0,3
1292,auxiliary,80.0,3.74,9,14.0,10.0,4
216,counsel,20.0,4.16,7,9.42,10.0,2
2997,mainland,40.0,3.95,8,11.63,10.0,2
1911,decree,100.0,3.82,6,11.32,10.0,1
3640,publicly,10.0,4.28,8,,10.0,3
1312,backlash,90.0,3.66,8,10.44,10.0,2
210,coordination,30.0,3.9,12,11.84,10.0,4
1670,compel,30.0,3.28,6,12.61,10.0,2
1651,commitment,60.0,4.43,10,9.33,10.0,3
2957,lobe,20.0,3.3,4,10.17,10.0,1
364,guild,40.0,3.93,5,12.94,10.0,1
2987,lush,50.0,3.55,4,11.28,10.0,1
2983,lull,20.0,3.08,4,10.61,10.0,1
2951,literally,10.0,4.91,9,,10.0,4
1898,decided,10.0,5.09,7,,10.0,3
206,congress,0.0,4.9,8,9.05,10.0,2
1615,cocaine,10.0,3.98,7,12.16,10.0,2
1888,debris,48.75,3.92,6,11.22,10.0,2
2962,logarithm,100.0,2.52,9,14.33,10.0,3
1891,debut,45.0,4.52,5,10.58,10.0,2
1892,decade,37.77777777777778,4.52,6,10.16,10.0,2
3606,pronounced,47.5,4.06,10,,10.0,3
1298,avert,100.0,3.14,5,10.71,10.0,2
1866,customs,10.0,4.19,7,,10.0,2
3513,powerhouse,20.0,3.44,10,9.05,10.0,3
306,exposition,25.0,3.59,10,14.05,10.0,4
249,despite,22.727272727272727,5.0,7,,10.0,2
3807,relinquish,100.0,3.12,10,12.44,10.0,3
300,evolution,20.0,4.41,9,10.0,10.0,4
3170,narrative,90.0,4.39,9,11.44,10.0,3
3043,media,1.4285714285714286,5.3,5,,10.0,3
3046,medieval,60.0,4.05,8,9.67,10.0,3
3071,milestone,40.0,3.71,9,11.62,10.0,3
3823,repeal,40.0,3.87,6,12.0,10.0,2
3112,monsoon,30.0,3.33,7,11.28,10.0,2
3123,mortar,30.0,3.75,6,11.9,10.0,2
3779,regarding,20.0,4.67,9,,10.0,3
1738,confrontation,90.0,3.72,13,8.58,10.0,4
259,documentary,0.0,4.31,11,11.56,10.0,5
1737,conformity,80.0,3.2,10,14.56,10.0,4
3734,recession,74.16666666666667,3.85,9,13.74,10.0,3
3147,mull,40.0,2.94,4,12.24,10.0,1
1403,bog,80.0,3.34,3,9.37,10.0,1
3799,relatively,13.333333333333334,4.66,10,,10.0,4
3089,misdemeanor,100.0,3.38,11,14.21,10.0,4
1769,contempt,40.0,3.74,8,12.44,10.0,2
288,empress,15.0,3.45,7,9.61,10.0,2
239,decoration,50.0,3.82,10,5.94,10.0,4
3671,quota,10.0,3.53,5,12.64,10.0,2
3529,predatory,40.0,3.39,9,11.56,10.0,4
3916,revision,50.0,3.82,8,10.33,10.0,3
3274,offensive,26.666666666666668,4.46,9,9.37,10.0,3
3273,offender,72.0,3.7,8,10.85,10.0,2
3923,rigging,100.0,3.42,7,,10.0,2
1538,chaos,40.0,4.27,5,10.05,10.0,2
339,foundry,20.0,3.32,7,11.6,10.0,2
1859,cultural,3.3333333333333335,4.75,8,10.56,10.0,3
3018,marked,0.0,4.5,6,,10.0,1
1688,comply,100.0,4.04,6,10.53,10.0,2
1382,biting,10.0,3.77,6,,10.0,2
3031,mastermind,70.0,3.36,10,10.5,10.0,3
1810,corrupt,30.0,4.14,7,11.5,10.0,2
1332,barrage,100.0,3.39,7,10.19,10.0,2
1809,corrosive,100.0,3.11,9,10.18,10.0,3
3900,retiring,25.0,3.8,8,,10.0,3
1694,comprehend,100.0,3.7,10,11.16,10.0,3
1584,classified,0.0,4.26,10,11.58,10.0,3
1697,comprise,40.0,3.62,8,12.06,10.0,2
3425,personnel,10.0,4.56,9,11.26,10.0,3
738,renaissance,40.0,3.87,11,11.72,10.0,3
2613,herald,90.0,3.95,6,10.0,10.0,2
37,alas,0.0,3.67,4,,10.0,2
1059,aerodynamics,100.0,2.93,12,11.5,10.0,5
2305,exploit,90.0,3.83,7,12.26,10.0,2
4657,villa,0.0,4.2,5,10.5,10.0,2
2611,hemoglobin,20.0,2.92,10,13.45,10.0,4
2336,facilities,23.333333333333332,4.66,10,,10.0,4
2581,harass,90.0,3.28,6,10.84,10.0,2
4628,values,0.0,4.67,6,,10.0,2
740,repentant,90.0,2.49,9,10.68,10.0,3
4228,stance,70.0,4.05,6,10.0,10.0,1
2242,espionage,96.66666666666669,3.47,9,10.6,10.0,3
3429,phenomenon,100.0,4.13,10,11.94,10.0,4
2226,epic,30.0,4.35,4,10.86,10.0,2
2220,enterprise,25.0,4.38,10,12.89,10.0,3
4191,spectrum,65.0,4.26,8,12.2,10.0,2
4189,spectral,50.0,3.46,8,13.43,10.0,2
2190,enactment,100.0,3.22,9,10.82,10.0,3
5633,collected,5.0,4.63,9,,10.0,3
2252,ethnic,10.0,4.33,6,10.89,10.0,2
1476,cacao,0.0,2.86,5,,10.0,2
2278,exclusion,50.0,3.68,9,10.39,10.0,3
1066,affecting,0.0,4.07,9,,10.0,3
4734,winds,6.666666666666667,4.22,5,,10.0,1
2257,evacuation,53.333333333333336,3.74,10,9.56,10.0,4
1075,aggression,65.0,3.9,10,9.3,10.0,3
4592,unique,20.0,4.75,6,8.63,10.0,2
4285,stripes,15.0,3.76,7,,10.0,2
919,unification,40.0,3.36,11,14.33,10.0,5
2410,flagship,30.0,3.75,8,13.12,10.0,2
4483,tourism,0.0,4.28,7,9.53,10.0,2
2470,framework,50.0,4.29,9,8.83,10.0,2
2404,fiscal,56.666666666666664,4.26,6,14.89,10.0,2
4459,tier,10.0,4.16,4,12.22,10.0,1
3400,peat,45.0,3.3,4,12.93,10.0,1
3402,pedestal,100.0,3.35,8,10.8,10.0,3
4433,thereby,10.0,4.03,7,,10.0,2
11,according,7.777777777777778,5.28,9,,10.0,3
4435,thermonuclear,30.0,2.67,13,14.71,10.0,4
2455,formally,0.0,4.01,8,,10.0,3
5711,moving,0.0,5.02,6,,10.0,2
1438,brink,40.0,3.51,5,10.47,10.0,1
4394,technology,0.0,5.09,10,9.06,10.0,4
2490,fungus,21.428571428571427,3.53,6,8.44,10.0,2
2494,fusion,20.0,4.02,6,13.63,10.0,2
2545,grim,80.0,3.69,4,9.16,10.0,1
993,access,10.0,5.05,6,9.1,10.0,2
4572,undergo,20.0,3.81,7,10.89,10.0,3
994,accessible,35.0,4.18,10,9.94,10.0,4
4581,underscore,100.0,2.97,10,12.21,10.0,3
2553,guerrilla,50.0,3.38,9,11.95,10.0,3
3418,perimeter,100.0,3.68,9,9.63,10.0,4
4584,underwent,70.0,3.65,9,,10.0,3
4303,subjected,20.0,3.86,9,,10.0,3
835,squid,26.666666666666668,3.44,5,7.32,10.0,1
2507,gene,10.0,4.36,4,,10.0,1
3410,perennial,70.0,3.51,9,14.28,10.0,3
4527,trend,40.0,4.51,5,10.84,10.0,1
1450,brood,70.0,3.25,5,10.47,10.0,1
826,sovereign,63.333333333333336,3.95,9,13.0,10.0,3
2538,graphic,16.666666666666668,4.23,7,10.67,10.0,2
2822,inventory,20.0,4.14,9,11.52,10.0,4
2099,dominant,70.0,4.23,8,11.11,10.0,3
2695,immunity,75.0,3.91,8,12.26,10.0,4
577,municipal,0.0,4.24,9,14.06,10.0,4
4894,video,7.0,5.43,5,8.06,10.0,3
5778,quite,0.0,5.29,5,,10.0,1
2796,intense,46.666666666666664,4.39,7,9.67,10.0,2
2799,intensive,30.0,4.06,9,12.95,10.0,3
2115,drastic,57.5,3.63,7,10.78,10.0,2
2812,intervention,74.0,4.26,12,13.11,10.0,4
2816,intimidate,70.0,3.31,10,11.22,10.0,4
2838,ion,0.0,4.15,3,13.82,10.0,1
2050,discrimination,90.0,4.31,14,10.89,10.0,5
2047,discredit,90.0,3.36,9,11.1,10.0,3
2863,jurist,90.0,2.7,6,12.71,10.0,2
2040,disclose,30.0,3.84,8,11.72,10.0,2
4061,seriously,10.0,4.94,9,,10.0,4
1245,assets,11.818181818181818,4.56,6,,10.0,2
2011,dialogue,20.0,4.29,8,11.0,10.0,3
4018,searching,5.0,4.36,9,,10.0,2
2088,divert,40.0,3.42,6,11.33,10.0,2
1220,array,40.0,4.1,5,10.79,10.0,2
2894,larva,15.0,2.99,5,8.83,10.0,2
5622,highly,5.0,4.89,6,,10.0,2
4160,solely,80.0,4.2,6,,10.0,2
3436,pi,10.0,3.92,2,11.94,10.0,1
3491,portfolio,50.0,4.15,9,13.84,10.0,4
4153,sniper,100.0,3.73,6,11.05,10.0,2
648,parish,40.0,4.11,6,10.79,10.0,2
4144,sluggish,100.0,3.25,8,9.05,10.0,2
3443,pilgrimage,90.0,3.5,10,10.5,10.0,3
3494,portray,100.0,3.63,7,10.95,10.0,2
2184,emphatically,100.0,3.07,12,,10.0,5
2698,impeach,20.0,3.1,7,12.06,10.0,2
1103,alias,10.0,3.46,5,9.47,10.0,2
2170,elements,0.0,4.7,8,,10.0,3
2177,emerge,50.0,3.89,6,9.76,10.0,2
3435,physiologist,100.0,2.55,12,15.32,10.0,4
2172,eligible,10.0,4.29,8,10.84,10.0,4
1113,allied,40.0,4.07,6,10.85,10.0,2
4166,somber,60.0,3.05,6,11.8,10.0,2
2699,impeachment,100.0,3.59,11,11.82,10.0,3
2725,inclusion,30.0,4.02,9,12.18,10.0,3
1131,amid,53.333333333333336,3.95,4,,10.0,2
3347,pact,13.333333333333334,3.73,4,9.37,10.0,1
2932,liberalize,80.0,2.15,10,,10.0,4
1952,departed,30.0,3.78,8,,10.0,3
1142,anew,45.0,3.2,4,,10.0,2
606,nonetheless,80.0,4.04,11,,10.0,3
4108,shuttle,27.5,3.9,7,8.37,10.0,2
1160,anonymous,80.0,4.17,9,10.26,10.0,4
2154,edition,10.0,4.8,7,8.42,10.0,3
1942,demanding,10.0,4.13,9,,10.0,3
2151,edit,0.0,4.3,4,9.57,10.0,2
2150,edging,30.0,3.15,6,,10.0,2
4132,skeptical,90.0,3.68,9,10.74,10.0,3
4422,tether,60.0,2.96,6,10.67,10.0,2
4862,bobby,10.0,4.22,5,,10.0,2
14,activist,0.0,4.13,8,11.8,12.0,3
60,apache,0.0,3.54,6,10.5,12.0,3
57,antitrust,90.0,3.37,9,14.88,12.0,3
1398,bloody,0.0,4.28,6,5.83,12.0,2
108,baroque,50.0,3.32,7,13.54,12.0,2
172,caucus,20.0,3.58,6,14.88,12.0,2
22,aerospace,30.0,3.73,9,12.06,12.0,3
858,surveillance,49.0,4.17,12,11.33,12.0,3
642,paladin,0.0,2.98,7,,12.0,3
5618,properties,0.0,4.65,10,,12.0,3
1114,ally,10.0,4.1,4,9.61,12.0,2
1110,allegedly,70.0,4.06,9,,12.0,4
629,oracle,0.0,3.7,6,11.82,12.0,3
539,matrix,10.0,4.07,6,14.42,12.0,2
552,mercuric,10.0,1.72,8,12.9,12.0,3
604,nomenclature,20.0,3.21,12,14.25,12.0,4
1158,anode,90.0,2.86,5,15.0,12.0,2
839,stein,0.0,3.65,5,,12.0,1
822,software,10.0,4.77,8,12.21,12.0,2
884,tenancy,10.0,3.07,7,14.41,12.0,3
1061,aesthetic,40.0,4.02,9,15.74,12.0,3
730,regime,20.869565217391305,4.3,6,13.0,12.0,2
744,reprieve,40.0,2.88,8,13.38,12.0,2
1019,acquisition,82.85714285714286,4.26,11,13.63,12.0,4
1222,arresting,10.0,3.5,9,,12.0,3
1225,arsenic,10.0,3.23,7,11.83,12.0,3
5586,given,0.0,5.41,5,,12.0,2
1368,bias,40.0,4.18,4,10.71,12.0,2
1365,bespoke,90.0,3.2,7,,12.0,2
1375,binary,30.0,3.95,6,13.39,12.0,3
1340,basically,23.333333333333332,4.63,9,,12.0,4
319,federation,20.0,4.26,10,12.17,12.0,4
331,fixation,30.0,3.27,8,11.33,12.0,3
254,diffraction,100.0,3.05,11,14.08,12.0,3
202,commonwealth,30.0,4.34,12,11.94,12.0,3
207,conscription,100.0,2.99,12,13.08,12.0,3
1392,bloc,40.0,3.6,4,,12.0,1
5522,drawn,0.0,4.53,5,,12.0,1
223,cropper,10.0,2.53,7,11.13,12.0,2
225,curling,10.0,3.51,7,9.11,12.0,2
1289,authoritarian,100.0,3.59,13,12.95,12.0,5
1286,austerity,70.0,3.41,9,16.79,12.0,4
1283,audit,15.0,4.04,5,13.5,12.0,2
433,interstate,15.0,3.99,10,9.68,12.0,3
435,io,0.0,3.41,2,,12.0,1
485,lacrosse,0.0,3.4,8,12.94,12.0,2
422,initially,10.0,4.49,9,,12.0,3
3005,mandate,50.0,3.97,7,12.95,12.0,2
4577,undermine,40.0,3.65,9,12.47,12.0,3
4576,underlying,70.0,4.17,10,12.1,12.0,4
4669,visa,10.0,4.13,4,12.17,12.0,2
4666,virtual,15.0,4.32,7,10.39,12.0,3
2319,expressly,20.0,3.48,9,,12.0,3
2364,feasible,100.0,3.72,8,13.12,12.0,3
3009,manned,50.0,3.47,6,12.28,12.0,2
2330,extrapolate,100.0,2.67,11,15.67,12.0,4
2333,extremist,50.0,3.46,9,11.78,12.0,3
4608,update,20.0,4.69,6,9.0,12.0,2
4599,unprecedented,85.0,3.82,13,13.16,12.0,5
4465,timpani,90.0,2.19,7,10.64,12.0,3
2421,fleeting,40.0,3.32,8,,12.0,2
2430,flowing,25.0,4.02,7,,12.0,2
3968,rushed,40.0,3.98,6,,12.0,2
2411,flak,100.0,3.06,4,13.56,12.0,1
4537,trilogy,20.0,3.86,7,10.7,12.0,3
4512,transition,70.0,4.46,10,10.39,12.0,3
2386,filibuster,100.0,2.89,10,14.87,12.0,4
4680,vulnerable,80.0,4.21,10,12.32,12.0,4
3060,methane,20.0,3.54,7,13.21,12.0,2
2168,electronic,0.0,4.55,10,7.3,12.0,4
3052,merger,60.0,3.97,6,13.1,12.0,2
2173,elite,40.0,4.4,5,12.39,12.0,2
3819,rendition,100.0,3.45,9,11.95,12.0,3
3086,mire,20.0,2.74,4,13.94,12.0,1
2131,duchy,33.333333333333336,3.0,5,12.9,12.0,2
2801,intent,26.666666666666668,4.28,6,9.37,12.0,2
4834,aborigines,0.0,2.95,10,,12.0,5
3894,resurgent,100.0,2.61,9,,12.0,3
3017,maritime,25.0,3.96,8,11.47,12.0,3
4721,whereas,0.0,4.41,7,,12.0,2
3882,restive,65.0,2.37,7,,12.0,2
3856,reserved,15.0,4.18,8,,12.0,2
3865,resilient,40.0,3.5,9,12.88,12.0,3
2231,equity,80.0,4.3,6,15.53,12.0,3
3039,measures,16.666666666666668,4.67,8,,12.0,3
4743,withdrawn,60.0,3.9,9,,12.0,2
2251,ethical,30.0,4.07,7,10.9,12.0,3
2258,evade,70.0,3.39,5,11.11,12.0,2
4735,winger,10.0,3.57,6,13.27,12.0,2
2264,evolve,50.0,3.8,6,10.63,12.0,2
4177,sovereignty,90.0,3.86,11,14.13,12.0,4
2640,honeydew,20.0,2.4,8,7.56,12.0,3
